"SKUID","Description","QTY Sold","Total","Vat","Discount"
"5060660872008","AACULOSE eye drops 0.5% 10ml","1","1.78","0.30","0.00"
"5060194133026","AIRPURE CANDLE JAR RASPBERRY BLISS","1","7.99","1.33","0.00"
"4015400259459","ALWAYS CLASSIC","1","1.59","0.27","0.00"
"5012617017109","Aspirin Disp Tabs 300mg 32s","1","2.50","0.42","0.00"
"5012251007047","BEAUTY FORMULAS intensive foot cream  100ml","1","1.39","0.23","0.00"
"5010605142741","BEPANTHEN NAPPY OINT 100g","1","9.19","1.53","0.00"
"5000158069671","Bonjela Junior Gel 15g","1","3.99","0.67","0.00"
"5000283659181","Buscopan Ibs Relief 40tabs","1","8.34","1.39","0.00"
"3574661385495","CALPROFEN oral suspension 100mg/5ml 200ml","2","15.18","2.54","0.00"
"5012654201424","Carnation Toenail Sft Ltn 14ml","1","3.49","0.58","0.00"
"5017123047145","Cetirizine 10mg 30 Tablets","2","7.98","1.34","0.00"
"50309443","Chapstick Original","1","1.39","0.23","0.00"
"01050361000030041728","CLINIPORE SURGICAL TAPE","1","1.29","0.22","0.00"
"5024071310115","CO-Codamol 32s","4","15.96","2.68","0.00"
"3574660651751","Compeed Blister Mix Pack","1","5.98","1.00","0.00"
"5000347037689","Corsodyl M/wash Alc Free 300ml","1","5.85","0.98","0.00"
"5011309016116","Covonia Throat Spray 30ml","1","9.00","1.50","0.00"
"5012008771009","CUTICURA body powder mildly medicated 150g","1","2.75","0.46","0.00"
"5010605190018","Cystopurin Granules 6 X 7g Cranberry  3g","1","8.39","1.40","0.00"
"5027097372426","Daktarin Crm 2% 15g","1","5.69","0.95","0.00"
"5011501015368","DEEP RELIEF ANTI-INFLAM GEL","1","12.60","2.10","0.00"
"27122301","DISPENSARY SALE","1","15.30","2.55","0.00"
"5052197045277","DUREX contraceptive sheaths thin feel  12","1","10.99","0.52","0.00"
"7350087736839","E45 PUMP CREAM","1","15.99","2.67","0.00"
"4005800206122","Elastoplast Wound Spray","1","4.32","0.72","0.00"
"5060598253351","EMLA 5% CREAM","1","4.05","0.68","0.00"
"4005800237522","Eplast Fabric Plasters 10","1","2.89","0.48","0.00"
"50173686","Extra Chewing Gum Spearmint","1","0.79","0.13","0.00"
"5018632250453","EXTRA LARGE  FABRC PLASTER","1","2.49","0.42","0.00"
"5018632211683","FABRIC PLASTERS","1","2.39","0.40","0.00"
"5012251009423","FACIAL WIPES SOFT APRICOT","1","1.00","0.17","0.00"
"5017289002439","FACIAL WIPES ULTRA SENSITIVE","1","1.00","0.17","0.00"
"96091722","Fishermans Friend","1","0.79","0.13","0.00"
"50357475","Fishermens Friend Cherry Loz 25g","1","0.79","0.13","0.00"
"5017007052302","Fluconazole 150mg Capsule","1","3.99","0.67","0.00"
"5017353504104","Galpharm Nightcalm 50mg 20s","2","10.98","1.84","0.00"
"4030571004189","GEL TEARS 0.2%","1","3.27","0.55","0.00"
"5010605829017","GERMOLENE ANTISEPT CREAM 30g","1","3.20","0.53","0.00"
"50658053","Halls Cherry","1","0.85","0.14","0.00"
"4031626711595","Hycosan Plus Eye Drops 7.5ml Eye Drops","1","11.18","1.86","0.00"
"5031676000754","Hydrocortisone 1% Cream","2","16.38","2.74","0.00"
"5055382308263","IBUPROFEN 400MG","1","2.79","0.47","0.00"
"5060464500213","IBUPROFEN 400MG TABLETS","2","11.98","2.00","0.00"
"5030104005224","JAKEMANS menthol lozenges honey & lemon 160g","1","1.99","0.33","0.00"
"5030104005064","JAKEMANS menthol lozenges throat & chest 73g","1","0.99","0.17","0.00"
"5030104004920","JAKEMANS menthol sweets throat & chest 41g","2","1.98","0.34","0.00"
"6003058068200","KEDLEY ANKLE SUPPORT ","1","7.99","1.33","0.00"
"5060057402894","Lactulose 500ml","1","8.99","1.50","0.00"
"809958002018","MEDIHONEY","1","8.85","1.48","0.00"
"382904826031","MICROFINE NEEDLES 0.3","1","25.14","4.19","0.00"
"5055382307464","MIGRAINE RELIEF BUCCAL","1","6.99","1.17","0.00"
"309975122060","Mitchum Roll on","1","1.99","0.33","0.00"
"5018632016905","Murrays Hard Skin Remover","1","2.59","0.43","0.00"
"5018632299810","NAIL CLIPPER CURVED","1","2.99","0.50","0.00"
"705928003101","Neilmed Sinus Rinse Starter ki","1","10.99","0.00","0.00"
"5000347078248","Niquitin Clear 14mg Patch","1","17.99","0.86","0.00"
"5000158105591","NUROFEN PLUS TABLETS 32","3","33.87","5.64","0.00"
"5012616291654","NYTOL ONE A NGT 20 TABLETS","1","8.19","1.37","0.00"
"5012616291647","Nytol Orginal 25mg 20s","1","5.99","1.00","0.00"
"5060057403273","PARACETAMOL","4","6.00","1.00","0.00"
"5038483000052","Paramol Tabs E/t/s 12 Easy To Swallow","2","9.70","1.62","0.00"
"4084500846579","Pepto Bismol 240ml","1","4.59","0.77","0.00"
"5054563076137","Piriton Allergy Tabs 4mg 60 Allergy Tablets  4mg","1","8.49","1.42","0.00"
"5000198522501","Piriton Syrup 2mg/5ml 150ml","1","5.99","1.00","0.00"
"5000198136401","POLI-GRIP denture fixative cream ultra hold & neutral tasting 40g","1","3.92","0.65","0.00"
