"SKUID","Description","QTY Sold","Total","Vat","Discount"
"5060110220281","3 IN 1 MAKE UP REMOVAL WIPES","1","1.00","0.17","0.00"
"9341394006072","AEROPAD low adherent pad 5cm x 5cm 5","1","2.50","0.42","0.00"
"9341394000407","AEROPLAST transparent standard strip  50","1","2.63","0.44","0.00"
"5055382308294","ALMUS ibuprofen tablets 200mg  16","2","1.18","0.20","0.00"
"5055382305293","ALVITA beauty & toiletries cotton wool balls  100","1","1.49","0.25","0.00"
"5055382306047","ALVITA PREGNANCY TEST TWIN","1","3.99","0.67","0.00"
"5010724530962","Anusol Cream 43g","1","6.89","1.15","0.00"
"5012616291708","Beconase Hayfever Nasal Spray 0.05% 180 Doses","1","10.99","1.83","0.00"
"5017848254927","BELLS OTC medicines analgesics paracetamol caplets 500mg  32","2","3.00","0.50","0.00"
"3086125705010","Bic 1 Sens 5pk","1","0.89","0.15","0.00"
"5000283659181","Buscopan Ibs Relief 40tabs","1","8.34","1.39","0.00"
"5012654201035","Carnation Fng/toe Bnd 4m","1","3.65","0.61","0.00"
"5060035249053","CB 12 spray 15ml ","1","2.59","0.43","0.00"
"5017103300918","CLEAREAR olive oil ear drops 10ml","1","3.99","0.67","0.00"
"50632725","Clove Oil 10ml","1","3.99","0.67","0.00"
"5024071310115","CO-Codamol 32s","3","11.97","2.01","0.00"
"5016075000055","Colpermin Ibs Capsules 20","2","15.98","2.66","0.00"
"5011309019117","COVONIA CHESTY CGH MIX 150ml","2","12.00","2.00","0.00"
"5011309016116","Covonia Throat Spray 30ml","1","9.00","1.50","0.00"
"5000158105270","Cuprofens 400mg 96s","1","9.89","1.65","0.00"
"5011501040100","Deep Heat Heat Rub 100g Heat Rub","1","5.45","0.91","0.00"
"76111570","Dextro Lemon","1","0.79","0.13","0.00"
"5012617017147","Disp Asprin 75mg 100s","1","2.55","0.43","0.00"
"8720181286902","DOVE CLASSIC  ","1","2.50","0.42","0.00"
"80466437","DOVE ROLL ON ORIGINAL","1","3.55","0.59","0.00"
"5011309725810","EURAX CREAM W CROTAMITON10%","2","9.98","1.66","0.00"
"5060119660552","EVOLVE eyelid wipes p/f 2.25ml 20","1","7.36","1.23","0.00"
"6921756492434","FLOWFLEX lateral flow test kits  5","1","9.00","1.50","0.00"
"5017007052302","Fluconazole 150mg Capsule","1","3.99","0.67","0.00"
"5010605829017","GERMOLENE ANTISEPT CREAM 30g","1","3.20","0.53","0.00"
"5011309060010","Glycerin Adult Suppos 12s","1","4.98","0.83","0.00"
"5034660508021","Halls Soothers Peach","1","0.85","0.14","0.00"
"5031676000754","Hydrocortisone 1% Cream","2","16.38","2.74","0.00"
"5016379292101","Ibuleve Max Strength 50g","1","8.79","1.47","0.00"
"5055382308263","IBUPROFEN 400MG","1","2.79","0.47","0.00"
"5060057403136","IBUPROFEN AMD CODEINE","3","25.47","4.26","0.00"
"5027097407319","Imodium Instants 6","1","5.39","0.90","0.00"
"8711600323520","IMPULSE body spray very pink  75ml","1","2.24","0.37","0.00"
"6003058068125","KEDLEY HAND SUPPORT","1","4.99","0.83","0.00"
"5060057402887","Lactulose 3.3g/5ml Oral Solusion","1","6.29","1.05","0.00"
"5010123730215","LISTERINE mouthwash antiseptic total care 250ml","1","3.10","0.52","0.00"
"5018632021053","MURRAYS emery boards 11cm  11cm","1","1.05","0.18","0.00"
"8718053573298","NAILNER fungal nail infection pen 2-in-1 4ml","1","26.99","4.50","0.00"
"5000309007545","NEXIUM CONTROL 20MG","2","25.98","4.34","0.00"
"5054563062574","Night Nurse Capsules 10","1","7.16","1.19","0.00"
"5010441001868","NUMARK first aid kit 39pcs","1","9.99","1.67","0.00"
"5000158105591","NUROFEN PLUS TABLETS 32","1","11.29","1.88","0.00"
"5012616291654","NYTOL ONE A NGT 20 TABLETS","3","24.57","4.11","0.00"
"5012674049907","Ovex Family Pack 4 Tabs","3","39.87","6.66","0.00"
"5024071250091","PARACETAMOL CAPLETS","2","3.00","0.50","0.00"
"5017123055225","PARACETAMOL CAPS 500mg 16","1","0.55","0.09","0.00"
"5055144201658","PARACETAMOL CAPSULES 32S","3","6.00","0.99","0.00"
"5038483000076","Paramol Ets 24 Tabs","1","8.49","1.42","0.00"
"999","Prescriptions Nhs","40","396.00","0.00","0.00"
"998","Prescriptions Private","2","32.00","0.00","0.00"
"5018632012655","SAFE SOUND NIT COMB","1","1.35","0.23","0.00"
"5016379320019","Salactol Paint 15ml","1","2.74","0.46","0.00"
"5011309128819","SAVLON wound cleansing wipe sachets  10","1","2.99","0.50","0.00"
"5039139011903","SKIN CLOSURE STRIPS","1","2.99","0.50","0.00"
"5012616267659","SOLPADEINE MAX 24","6","54.42","9.06","0.00"
"5012616267994","SOLPADEINE MAX SOL 24","2","17.00","2.84","0.00"
"5000158106185","Strepsils Extra Blackc 24s","1","5.89","0.98","0.00"
"5012674061381","STUGERON 15 TABS","1","5.29","0.88","0.00"
"5060100936871","SURESIGN 6 day early midstream pregnancy test  2","1","6.99","1.17","0.00"
"5024874017150","Valupak Clo Caps 1000mg 30 Capsules 1000mg  1000mg","1","2.06","0.34","0.00"
"5024874016535","Valupak Magnesium 187.5mg 30","1","1.14","0.19","0.00"
"5024874015040","Valupak Multivit/iron Tabs 50 Tablets","1","1.48","0.25","0.00"
"5024874032061","Valupak Vit D3 1000iu 60s","1","1.14","0.19","0.00"
"42182627","VASELINE PETRO JELLY 50ML","1","1.39","0.23","0.00"
"5012131741801","Voltarol Emulgel P Gel 30g Gel  1.16%","1","5.79","0.97","0.00"
"6009547616181","WRIST & THUMB SPLINT RIGHT","1","18.99","3.17","0.00"
"https://kedley.co/pa","WRIST SPLINT","1","12.99","2.17","0.00"
"5060361081822","XAILIN GEL eye gel 0.2%w/w 10g","2","8.28","1.38","0.00"
