"SKUID","Description","QTY Sold","Total","Vat","Discount"
"9341394004467","AEROBURN burn gel sachet 3.5g 1","8","6.00","1.04","0.00"
"5000283662211","Allevia Fexofenadine","4","41.96","7.00","0.00"
"5000283663607","ALLEVIA HIVES tablets 180mg  15","4","35.96","6.00","0.00"
"5060057402344","ALMUS cold sore cream 5% 2g","4","11.96","2.00","0.00"
"5060057401927","ALMUS erectile dysfunction relief tablets f/c 50mg  4","8","119.92","20.00","0.00"
"5055382305873","ALVITA incontinence range pads waterproof bed 60cm x 90cm 30","4","67.96","0.00","0.00"
"5012616291715","Beconase H/fever Ad100 Spray","8","63.92","10.64","0.00"
"5012616291708","Beconase Hayfever Nasal Spray 0.05% 180 Doses","4","43.96","7.32","0.00"
"5017848254927","BELLS OTC medicines analgesics paracetamol caplets 500mg  32","4","6.00","1.00","0.00"
"5017371132068","Calypso After Sun Aloe Gel","8","31.92","5.36","0.00"
"5017371134826","CALYPSO sun protection continuous spray spf30 175ml","4","29.96","5.00","0.00"
"5010605401473","CANESTEN canescool soothing cream gel 15g","4","25.56","4.28","0.00"
"5010605054013","Canesten Crm 1% 20g","4","28.76","4.80","0.00"
"5055382305378","COTTONBUDS","4","5.16","0.88","0.00"
"5011309016116","Covonia Throat Spray 30ml","4","36.00","6.00","0.00"
"5011501000388","DEEP FREEZE muscle rescue cold spray 72.5ml","8","47.92","8.00","0.00"
"5016379196003","Doublebase Emol Wash Gel 200g Wash Gel","4","37.52","6.24","0.00"
"7350087736389","E45 lotion spray daily 200ml","4","25.96","4.32","0.00"
"5060102170006","EAROL OLIVE OIL SPRAY 10ml","4","25.40","4.24","0.00"
"60018793","Elastoplast Roll Plaster","4","14.96","2.48","0.00"
"5060598253351","EMLA 5% CREAM","4","16.20","2.72","0.00"
"4005800044427","Eplast Fab/wsh/proof18s","4","10.52","1.76","0.00"
"5011309020915","Eurax Crm 100g Tube Cream  10%","4","35.96","6.00","0.00"
"5017007052302","Fluconazole 150mg Capsule","4","15.96","2.12","3.20"
"5017931257361","FOSTER & GRANT 3.00","4","60.00","10.00","0.00"
"5021791001033","FREESTYLE LIBRE 2","4","200.00","33.32","0.00"
"5000158067752","Gaviscon Advance P/Mint Tabs","4","37.16","6.20","0.00"
"5000158071346","Gaviscon Dble Action Tablets Mint 24","4","21.96","3.68","0.00"
"5010605829017","GERMOLENE ANTISEPT CREAM 30g","8","25.60","4.24","0.00"
"5010605830464","Germoloids Crm 25g","4","18.76","3.12","0.00"
"50658053","Halls Cherry","4","3.40","0.56","0.00"
"5055382308263","IBUPROFEN 400MG","4","11.16","1.88","0.00"
"5055144200859","Ibuprofen 400mg 84s","4","23.96","4.00","0.00"
"5016379296703","Iglu Pastilles S/free Past 24s","4","24.48","4.08","0.00"
"5030104004944","Jakemans Throat/chest Stick","4","3.96","0.68","0.00"
"3574661087290","Johnsons Face Care Face Care Makeup Be Extra Sensitive Wipes","4","13.20","2.20","0.00"
"6003058068477","KEDLEY FABRIC ARM POUCH","4","27.96","4.68","0.00"
"6003058068460","KEDLEY SOFT NECK COLLAR","4","31.96","5.32","0.00"
"5033847002185","KWELLS KIDS","4","15.96","2.68","0.00"
"5015915832047","Lactulose 500ml","4","35.96","6.00","0.00"
"5010934001481","Lanacane Med Crm 30g","4","16.76","2.80","0.00"
"5016298990973","Laxido Orange (keep)","8","47.36","7.92","0.00"
"5017123217258","LUNOX sleep aid tablets 50mg  20","4","21.96","3.68","0.00"
"5010441013663","Magnesium & Vitamin B6 Tablets","4","8.00","1.32","0.00"
"5000223437299","MELOLIN ADHESIVE dressing consumer/OTC pack  10cm x 8cm 5","8","40.72","6.80","0.00"
"5055382307464","MIGRAINE RELIEF BUCCAL","4","27.96","4.68","0.00"
"991","MISC","8","9.96","1.64","0.00"
"5060018881478","MURINE eye drops dry & tired eye drops 0.15% 15ml","4","16.28","2.72","0.00"
"8718053571874","Nailner Fungal Nail Infection Brush 5ml Brush","4","79.96","13.32","0.00"
"5054563062574","Night Nurse Capsules 10","4","28.64","4.76","0.00"
"4005808924448","Nivea Visage Sens Micellar Water 200ml","4","18.36","3.08","0.00"
"5010441013007","NUMARK co-codamol caplets 8/500mg 32","4","15.96","2.68","0.00"
"5011417589229","NUROFEN PLUS IBUPROFEN.CODEINE 24TAB","8","78.40","13.04","0.00"
"50483464","Optrex Infected Eye Drops","8","63.92","10.64","0.00"
"8001841041360","PAMPERS baby wipes fresh clean  52","4","4.80","0.80","0.00"
"5000347088254","Panadol Nght Tabs 20 Tablets","4","24.00","4.00","0.00"
"5060057403273","PARACETAMOL","8","12.00","2.00","0.00"
"5017123055225","PARACETAMOL CAPS 500mg 16","4","2.20","0.36","0.00"
"5038483000052","Paramol Tabs E/t/s 12 Easy To Swallow","4","19.40","3.24","0.00"
"5060010283980","PHORPAIN GEL 10% 50G","4","25.96","4.32","0.00"
"5054563076281","Piriton Allergy Tabs 30 Tabs","4","19.96","3.32","0.00"
"5054563076137","Piriton Allergy Tabs 4mg 60 Allergy Tablets  4mg","4","33.96","5.68","0.00"
"5000198522501","Piriton Syrup 2mg/5ml 150ml","4","23.96","4.00","0.00"
"5011309030112","Potassium Citrate Mix(care)","8","26.32","4.40","0.00"
"999","Prescriptions Nhs","128","1267.20","0.00","0.00"
"5033847001966","PYROCALM CONTROL 20MG 14TAB","4","45.96","7.68","0.00"
"5051389044883","REVLON mitchum advanced aerosol powder fresh 200ml","4","11.96","2.00","0.00"
"5018632116841","SAFE & SOUND eye pad Adhesive","4","7.56","1.28","0.00"
"5000288301160","Scholl Corn Removal Plasters","4","13.96","2.32","0.00"
"5061017271444","SILEX covid self test  1","4","9.96","1.68","0.00"
"4056800781232","Silvikrin Hairspray Maximum Hold 250ml","8","21.52","3.60","0.00"
"5011451106345","SIMPLE face kind to skin cleansing wipes  7","12","12.00","2.04","0.00"
"8710447469392","SIMPLE SOOTHING EYE BALM","4","15.56","2.60","0.00"
"5039139011903","SKIN CLOSURE STRIPS","4","11.96","2.00","0.00"
"5012616267659","SOLPADEINE MAX 24","8","72.56","12.08","0.00"
"5012616267994","SOLPADEINE MAX SOL 24","4","34.00","5.68","0.00"
"5012616268007","SOLPADINE PLUS 24","8","58.16","9.68","0.00"
"5012674061381","STUGERON 15 TABS","4","21.16","3.52","0.00"
"3574660606027","SUDAFED DECONG TABS 12s","4","19.16","3.20","0.00"
"7322540574838","TENA unisex pants maxi medium 10","4","67.80","0.00","0.00"
"7350121253315","TEPE interdental brushes mixed  6","8","34.40","5.76","0.00"
"7332551449049","Tubigrip 1m Size C","4","19.96","3.32","0.00"
"6009547616198","TUBULAR SUPPORT BANDAGE A","4","19.96","3.32","0.00"
"6009547616211","TUBULAR SUPPORT BANDAGE C","4","19.96","3.32","0.00"
"5055382309086","TURMERIC 1000MG & VIT D","4","13.96","2.32","0.00"
"5055382308904","VITAMIN B12 10UG","4","7.96","1.32","0.00"
