"SKUID","Description","QTY Sold","Total","Vat","Discount"
"5000283662211","Allevia Fexofenadine","1","10.49","1.75","0.00"
"5060057401927","ALMUS erectile dysfunction relief tablets f/c 50mg  4","1","14.99","2.50","0.00"
"5017848254927","BELLS OTC medicines analgesics paracetamol caplets 500mg  32","2","3.00","0.50","0.00"
"5011309081718","BROLENE eye drops 0.1% w/v 10ml","1","6.49","1.08","0.00"
"3014230022401","BRUT deodorant spray musk 200ml ","1","3.29","0.55","0.00"
"5000283659174","Buscopan Cramps","1","7.29","1.22","0.00"
"5000283659167","BUSCOPAN IBS 20S","1","7.29","1.22","0.00"
"5010605055508","Canesbalance Bv Gel 7s","1","16.19","2.70","0.00"
"5012654201035","Carnation Fng/toe Bnd 4m","2","7.30","1.22","0.00"
"01050361000030731729","CLINIPORE SURGICAL TAPE 2.5X10M","1","1.36","0.23","0.00"
"5011309055719","Clotrimazole 1% Cream","1","4.29","0.72","0.00"
"9001375996494","Cow/gate Instant Carobel 135g Instant Carobel","1","4.35","0.00","0.00"
"5011501000579","Deep Relief Gel 5% 30g","1","4.99","0.83","0.00"
"5060035247127","Difflam Spray 30ml","1","8.49","1.42","0.00"
"5017353506566","GALPHARM ibuprofen & paracetamol tablets f/c 200mg/500mg  16","2","5.98","1.00","0.00"
"5034660508038","Halls Soothers S/Berry","1","0.85","0.14","0.00"
"991","MISC","2","2.58","0.44","0.00"
"5000347062193","Night Nurse 160ml","2","17.98","3.00","0.00"
"4005808298174","NIVEA MEN deodorant spray cool kick 250ml","1","4.59","0.77","0.00"
"4062981021913","NUMARK IBUPROFEN 400MG 48S","1","7.69","1.28","0.00"
"4062981021937","NUMARK IBUPROFEN 400MG 96TAB","1","10.99","1.83","0.00"
"5010441013113","NUMARK OTC medicines allergy relief non-drowsy tablets 10mg  60","1","10.34","1.72","0.00"
"8445290965455","NUNN ULTRA HYDRATION RASPBERRY","1","1.00","0.17","0.00"
"5011417589229","NUROFEN PLUS IBUPROFEN.CODEINE 24TAB","3","29.40","4.89","0.00"
"5055144201658","PARACETAMOL CAPSULES 32S","2","4.00","0.66","0.00"
"5038483000052","Paramol Tabs E/t/s 12 Easy To Swallow","1","4.85","0.81","0.00"
"4084500846548","PeptO-Bismol 120ml","1","3.45","0.58","0.00"
"5701943011430","PERSPIREX antiperspirant roll-on original 20ml ","1","10.90","1.82","0.00"
"5054563076281","Piriton Allergy Tabs 30 Tabs","2","9.98","1.66","0.00"
"5054563076137","Piriton Allergy Tabs 4mg 60 Allergy Tablets  4mg","1","8.49","1.42","0.00"
"5000198522501","Piriton Syrup 2mg/5ml 150ml","2","11.98","2.00","0.00"
"999","Prescriptions Nhs","30","297.00","0.00","0.00"
"998","Prescriptions Private","1","8.00","0.00","0.00"
"5031413953114","PRETTY COTTON WOOL BALLS","1","1.00","0.17","0.00"
"5018632145186","SAFE & SOUND medicine organisers table top weekly pill box","1","14.15","2.36","0.00"
"5061017271444","SILEX covid self test  1","1","2.49","0.42","0.00"
"5011451106345","SIMPLE face kind to skin cleansing wipes  7","9","9.00","1.53","0.00"
"5012616268007","SOLPADINE PLUS 24","1","7.27","1.21","0.00"
"5012616268182","SOLPADINE PLUSE 24CAP","1","6.89","1.15","0.00"
"5000488107623","Spatone Apple Vit C 28","1","14.49","2.42","0.00"
"3574660606027","SUDAFED DECONG TABS 12s","1","4.79","0.80","0.00"
"5060100930206","SURESIGN","2","4.98","0.84","0.00"
"5060100936871","SURESIGN 6 day early midstream pregnancy test  2","1","6.99","1.17","0.00"
"6009547616198","TUBULAR SUPPORT BANDAGE A","1","4.99","0.83","0.00"
"6009547616204","TUBULAR SUPPORT BANDAGE B","2","9.98","1.66","0.00"
"42182634","Vaseline Petro Jelly 100ml","1","1.99","0.33","0.00"
"5012617001986","ZIPAMOL PLUS effervescent tablets 8/500mg  32","1","5.99","1.00","0.00"
