"SKUID","Description","QTY Sold","Total","Vat","Discount"
"5060057401989","ALMUS ibuprofen tablets 200mg  24","2","2.00","0.34","0.00"
"5055382306535","ALVITA diagnostic thermometers flexible digital MT509","2","7.98","1.34","0.00"
"731124402905","Biofreeze Pain Rlf RolL-On 89ml","2","19.98","3.34","0.00"
"5012617002136","CO-CODAMOL 8/500MG","2","7.98","1.34","0.00"
"5000347079016","EUMOVATE ECZ&DER CRM 15g","2","19.96","3.32","0.00"
"5000477807220","KALMS DAY","2","13.74","2.30","0.00"
"8699568523773","SILVIKRIN hairspray power extreme hold 75ml","2","3.98","0.66","0.00"
"9341394002579","AEROFILMPLUS waterproof island dressing 4cm x 5cm 3","2","7.98","1.34","0.00"
"810071800153","BREATHE RIGHT ORIGINAL L","2","28.58","4.76","0.00"
"5060057405550","INFECTED EYE OINTMENT","2","11.98","2.00","0.00"
"5060057402894","Lactulose 500ml","2","17.98","3.00","0.00"
"5018632296215","MINI HANDBAG BARREL BRUSH","2","3.98","0.66","0.00"
"7322541139739","TENA unisex pants maxi x large 10","2","33.90","0.00","0.00"
"9341394006089","AEROPAD low adherent pad 10cm x 10cm 3","2","6.90","1.16","0.00"
"9341394000407","AEROPLAST transparent standard strip  50","2","5.26","0.88","0.00"
"5391513951718","ANTHISAN BITE & STING cream 2% 20g","2","10.98","1.84","0.00"
"5035559002507","AVOMINE 25MG TAB","2","15.16","2.52","0.00"
"3574661577531","CALPOL vapour plug refill pads  10","2","23.98","4.00","0.00"
"87111842","Dextro Energy Org & Vitc 47g","4","3.00","0.00","0.00"
"5000158067172","GAVISCON DOUBLE ACTION liquid peppermint 325mg/500mg/213mg 600ml ","2","27.98","4.66","0.00"
"5011309268218","Ibuprofen 200mg 48s","2","5.58","0.94","0.00"
"3574660619812","Nicorette Quickmist 1mg","2","70.58","3.36","0.00"
"5054563062574","Night Nurse Capsules 10","2","14.32","2.38","0.00"
"5000167056600","Nurofen 200mg Tablets 16s","2","5.32","0.88","0.00"
"5000488201352","Arnicare Crm 50g","2","17.38","2.90","0.00"
"5010123730642","Calpol Six Plus Sfree 200ml","2","17.98","3.00","0.00"
"8470007006916","CANESTEN 2% CREAM","2","21.18","3.54","0.00"
"5011309400410","Cystitis Sachets X 6 Sachets","2","7.98","1.34","0.00"
"5011501040100","Deep Heat Heat Rub 100g Heat Rub","2","10.90","1.82","0.00"
"7350087736839","E45 PUMP CREAM","2","31.98","5.34","0.00"
"5018632250453","EXTRA LARGE  FABRC PLASTER","2","4.98","0.84","0.00"
"5017353506481","GALPHARM treathay tablets f/c 120mg  30","6","41.94","7.02","0.00"
"5000158065895","Gaviscon Double Act Liq 300ml Peppermint","2","17.98","3.00","0.00"
"87108132","MENTOS","6","3.90","0.66","0.00"
"5010441007235","Night Time Sleep Aid 25mg 20 Tabs","2","7.78","1.30","0.00"
"5052197053616","Optrex Allergy Eye Drps 10ml Eye Drops  2%w/v","2","11.98","2.00","0.00"
"5054563076137","Piriton Allergy Tabs 4mg 60 Allergy Tablets  4mg","2","16.98","2.84","0.00"
"8720181209444","SIMPLE face kind to skin cleansing wipes  25","2","4.00","0.66","0.00"
"7317400026626","TEPE interdental brushes pink 0.4mm 6","2","8.60","1.44","0.00"
"4005800310799","ELASTOPLAST 10 PLASTERS","2","6.20","1.04","0.00"
"4005800278907","ELASTOPLAST dressings sensitive xl 6cm x 7cm 5","2","8.64","1.44","0.00"
"5010441073247","Numark Dress Strip 6cmx1m Fabric","2","3.18","0.54","0.00"
"5010441073087","NUMARK first aid plasters assorted fabric  24","2","3.18","0.54","0.00"
"9341394021136","AEROFILMPLUS waterproof island dressing 9cm x 10cm 3","2","12.70","2.12","0.00"
"5060057401927","ALMUS erectile dysfunction relief tablets f/c 50mg  4","4","59.96","10.00","0.00"
"5017848254927","BELLS OTC medicines analgesics paracetamol caplets 500mg  32","4","6.00","1.00","0.00"
"5016379130014","Capasal Shampoo","2","15.02","2.50","0.00"
"5060057403136","IBUPROFEN AMD CODEINE","2","16.98","2.84","0.00"
"5060057402887","Lactulose 3.3g/5ml Oral Solusion","2","12.58","2.10","0.00"
"998","Prescriptions Private","2","824.04","0.00","0.00"
"5054563126658","CENTRUM WOMAN 50 PLUS","2","12.88","2.14","0.00"
"5099821002060","LIP BALM TROPICAL SPF30","2","7.00","1.16","0.00"
"50620814","Magnesium Paste","4","21.96","3.68","0.00"
"3331300097238","Sterimar Baby","2","9.98","1.66","0.00"
"5055382308904","VITAMIN B12 10UG","2","3.98","0.66","0.00"
"5024071310115","CO-Codamol 32s","4","15.96","2.68","0.00"
"4005800279751","FABRIC 1M BY 6CM","2","8.98","1.50","0.00"
"5000223437299","MELOLIN ADHESIVE dressing consumer/OTC pack  10cm x 8cm 5","2","10.18","1.70","0.00"
"5060010283980","PHORPAIN GEL 10% 50G","2","12.98","2.16","0.00"
"5012616267659","SOLPADEINE MAX 24","10","90.70","15.10","0.00"
"5028763007598","WISDOM TRIPLE PACK ","2","2.98","0.50","0.00"
"083078009076","CARMEX STRAWBEY 4.25G","2","5.14","0.86","0.00"
"50184491","Dextro Energy Tropical","2","1.58","0.00","0.00"
"5018632004445","MERIDIANA nail brush plastic double sided","2","3.10","0.52","0.00"
"5017123055225","PARACETAMOL CAPS 500mg 16","2","1.10","0.18","0.00"
"5018632237522","Rainbow Detangler Slim Brush","2","5.98","1.00","0.00"
"5000158100954","Strepsils Orange & Vit C 36 Orange & Vitamin C","2","11.78","1.96","0.00"
"8714100597347","Vaseline Lip Rosy 20g","2","3.86","0.64","0.00"
"5055382308799","A-Z MULTIVITAMINS & MINERALS","2","3.60","0.60","0.00"
"5060035247127","Difflam Spray 30ml","2","16.98","2.84","0.00"
"5018632001628","SAFE & SOUND medicine organisers 7 day pill box reminder","2","2.78","0.46","0.00"
"5012616267994","SOLPADEINE MAX SOL 24","2","17.00","2.84","0.00"
"5017007601302","Sudocrem Antisept Cream 250g","2","19.98","3.34","0.00"
"5011309028218","Witch Hazel 200ml","2","7.98","1.34","0.00"
"5060057402016","ALMUS paracetamol caplets 500mg  16","2","0.98","0.16","0.00"
"5012616291708","Beconase Hayfever Nasal Spray 0.05% 180 Doses","2","21.98","3.66","0.00"
"5012251012447","BF HAND CREAM","4","4.00","0.68","0.00"
"5017371150802","CALYPSO sun protection scalp protector SPF30 50ml","2","7.98","1.34","0.00"
"01050361000030281729","CLINIPORE TAPE 5X5","2","3.78","0.64","0.00"
"7622210412539","Halls Soothers Honey&lemon 10 Honey And Lemon","4","3.40","0.56","0.00"
"5060464500213","IBUPROFEN 400MG TABLETS","2","11.98","2.00","0.00"
