"SKUID","Description","QTY Sold","Total","Vat","Discount"
"5016379400001","4head Top H/ache Rel Stk 3.6g","8","48.64","8.12","0.00"
"5060660872008","AACULOSE eye drops 0.5% 10ml","4","7.12","1.20","0.00"
"5011309052916","Acetone Solvent 50ml","8","23.12","3.84","0.00"
"5000283662211","Allevia Fexofenadine","4","41.96","7.00","0.00"
"8001090065988","ALWAYS incontinence range discreet pads long  10","4","11.00","0.00","0.00"
"5000309007675","Anadin Extra 32","4","18.00","3.00","0.00"
"5051594006850","APTAMIL milk powder comfort infant 800g","4","71.96","0.00","0.00"
"5016973000263","BALANCE ACTIV thrush cream 30ml","4","39.96","6.68","0.00"
"5017848254927","BELLS OTC medicines analgesics paracetamol caplets 500mg  32","12","18.00","3.00","0.00"
"5000283659174","Buscopan Cramps","4","29.16","4.88","0.00"
"5060328461001","CANESTEN THRUSH2%","4","42.36","7.08","0.00"
"96186893","CHAP STICK STRAWBERRY","4","5.96","1.00","0.00"
"5017848254484","CHILDRENS ALLERGY RELIEF","4","19.16","3.20","0.00"
"4064666943091","CLAIROL tone+gloss 811/73 medium ash blonde 135ml","4","27.96","4.68","0.00"
"5010605400339","CLARINAZE NASAL SPRAY","4","49.24","8.20","0.00"
"4084500477360","Clearblue Digital Preg Test Sngle","4","49.16","8.20","0.00"
"01050361000030281729","CLINIPORE TAPE 5X5","4","7.56","1.28","0.00"
"5060013941610","CO CODAMOL 8MG/500MG","4","15.96","2.68","0.00"
"5060003780588","CO-Codamol Eff 8/500mg 32s","4","23.96","4.00","0.00"
"5011309035117","COVONIA DRY TICKLY SF","4","27.96","4.68","0.00"
"5027097795331","Daktacort Hc Cream 15g","4","30.76","5.12","0.00"
"5054563211767","DAY NURSE tablets f/c 500mg/30mg  18","4","34.00","5.68","0.00"
"5011501000388","DEEP FREEZE muscle rescue cold spray 72.5ml","4","23.96","4.00","0.00"
"76111570","Dextro Lemon","4","3.16","0.52","0.00"
"5060209732411","EPIMAX excetra cream 500g ","4","23.80","3.96","0.00"
"5017289002316","FACIAL WIPES ","4","4.00","0.68","0.00"
"5012251009423","FACIAL WIPES SOFT APRICOT","4","4.00","0.68","0.00"
"5060375230179","FLARIN soft capsules 200mg  30","4","51.96","8.68","0.00"
"4004148057076","Floradix Liquid Fmla 250ml","4","45.56","7.60","0.00"
"5410076498758","HEAD & SHOULDERS shampoo itchy scalp 250ml","4","15.96","2.68","0.00"
"5011309885019","Hedrin 4% Lotion","4","27.96","4.68","0.00"
"5060464500213","IBUPROFEN 400MG TABLETS","4","23.96","4.00","0.00"
"5060057403136","IBUPROFEN AMD CODEINE","8","67.92","11.36","0.00"
"5030104005088","JAKEMANS menthol lozenges honey & lemon 73g","4","3.96","0.68","0.00"
"5029053578323","KLEENEX original tissues  64","4","5.00","0.84","0.00"
"5016298990973","Laxido Orange (keep)","4","23.68","3.96","0.00"
"809958002018","MEDIHONEY","12","106.20","17.72","0.00"
"5060126090366","MELBOURNE SPRING WATER","4","4.00","0.68","0.00"
"991","MISC","4","5.16","0.88","0.00"
"3574660635607","Nicorette 15mg Inhalator","4","132.76","6.32","0.00"
"5000347062193","Night Nurse 160ml","4","35.96","4.80","7.20"
"5012616291654","NYTOL ONE A NGT 20 TABLETS","4","32.76","5.48","0.00"
"5000477233968","Olbas Inhaler 695mg","4","13.16","2.20","0.00"
"5391531760149","OPTASE allergy eye drops 0.5ml 20","4","51.80","8.64","0.00"
"5011417590874","OPTREX eye drops soothing for itchy eyes 10ml","4","23.96","4.00","0.00"
"010181041709","PALMERS BODY OIL","4","27.96","4.68","0.00"
"5000347033476","Panadol Actifast Sol 24","4","19.80","3.32","0.00"
"5038483000090","Paramol Tabs Ets 32","4","39.96","6.68","0.00"
"5000198522501","Piriton Syrup 2mg/5ml 150ml","8","47.92","8.00","0.00"
"5018632295324","PLUSH HOT WATER BOTTLE","4","31.96","5.32","0.00"
"999","Prescriptions Nhs","144","1425.60","0.00","0.00"
"998","Prescriptions Private","24","552.92","0.00","0.00"
"7610700021705","RICOLA lozenges sugar free raspberry mint 45g","4","5.80","0.96","0.00"
"5018632116841","SAFE & SOUND eye pad Adhesive","4","7.56","1.28","0.00"
"5018632274749","SAFE&SOUND STER ADHESIVE WATERPROOF","4","4.00","0.68","0.00"
"5018632279492","SHARPENER","4","4.92","0.84","0.00"
"5017289001890","SKIN DEEP SELF TANNING WIPES 20 PACK","4","4.00","0.68","0.00"
"5012616267659","SOLPADEINE MAX 24","16","145.12","24.16","0.00"
"5012616267994","SOLPADEINE MAX SOL 24","4","34.00","5.68","0.00"
"5012616268007","SOLPADINE PLUS 24","4","29.08","4.84","0.00"
"3574660534887","Sudafed Block Nose Spray 15ml","4","23.16","3.88","0.00"
"3574660606027","SUDAFED DECONG TABS 12s","4","19.16","3.20","0.00"
"5017007601333","SUDOCREM 60G","4","13.40","2.24","0.00"
"5060100937601","SURESIGN blood pressure monitor pulse & irregular heartbeat functions LD588","4","119.96","20.00","0.00"
"5060100930350","Suresign Thermometers 30 Second Digital","4","16.28","2.72","0.00"
"8001090705600","Tampax Compak Reg 18s","4","12.76","0.00","0.00"
"5024874017150","Valupak Clo Caps 1000mg 30 Capsules 1000mg  1000mg","4","8.24","1.36","0.00"
"5024874032061","Valupak Vit D3 1000iu 60s","4","4.56","0.76","0.00"
"5012617001986","ZIPAMOL PLUS effervescent tablets 8/500mg  32","4","23.96","4.00","0.00"
