"SKUID","Description","QTY Sold","Total","Vat","Discount"
"5060660871995","AACULOSE eye drops 0.3% 10ml","4","4.80","0.80","0.00"
"5000283663607","ALLEVIA HIVES tablets 180mg  15","4","35.96","6.00","0.00"
"5060057401927","ALMUS erectile dysfunction relief tablets f/c 50mg  4","8","119.92","20.00","0.00"
"5010724539316","ANUSOL natural cream 30g","4","27.96","4.68","0.00"
"5020535011918","AQUEOUS CREAM WITH ALOE VERA","4","5.96","1.00","0.00"
"3574661285894","Aveeno Daily Org Moist Ltn 300ml","4","35.64","5.96","0.00"
"5017848254927","BELLS OTC medicines analgesics paracetamol caplets 500mg  32","24","36.00","6.00","0.00"
"5012251012447","BF HAND CREAM","4","4.00","0.68","0.00"
"033984004009","BREWERS YEAST WITH VITAMIN B12","4","24.92","4.16","0.00"
"5018632280085","BROW & LASH GROOMER","8","7.92","1.36","0.00"
"5010123722630","CALPOL 2M+ 100ML","4","18.36","2.44","3.68"
"5030451003430","Cetraben Emoll Crm 50g","4","10.80","1.80","0.00"
"5060013941610","CO CODAMOL 8MG/500MG","16","63.84","10.72","0.00"
"8718951592223","COLGATE mouthwash max white purple 500ml","4","10.00","1.68","0.00"
"42405962","DEXTRO BLUEBERRY","4","3.16","0.52","0.00"
"50184262","Dextro Energy B/currant 47g","12","9.48","0.00","0.00"
"87111842","Dextro Energy Org & Vitc 47g","8","6.32","0.00","0.00"
"50184491","Dextro Energy Tropical","4","3.16","0.00","0.00"
"76111570","Dextro Lemon","8","6.32","1.04","0.00"
"27122301","DISPENSARY SALE","4","31.20","5.20","0.00"
"5016379193002","Doublebase Shower","4","37.52","6.24","0.00"
"5017007052302","Fluconazole 150mg Capsule","8","31.92","5.36","0.00"
"5000158066663","Fybogel HI- Fibre Orange","4","43.96","7.32","0.00"
"5017353506481","GALPHARM treathay tablets f/c 120mg  30","4","27.96","4.68","0.00"
"4031626710734","Hylo Tear Eye Drops","4","61.20","10.20","0.00"
"5060464500190","Ibuprofen 400mg Tablets 24TAB","4","11.16","1.88","0.00"
"5060057403136","IBUPROFEN AMD CODEINE","4","33.96","5.68","0.00"
"6003058068101","KEDLEY HAND SUPPORT","4","19.96","3.32","0.00"
"5060057402894","Lactulose 500ml","4","35.96","6.00","0.00"
"5010934001481","Lanacane Med Crm 30g","4","16.76","2.80","0.00"
"5000158064089","LEMSIP MAX COLD/FLU CAPS 16s","4","17.96","3.00","0.00"
"5017289002583","LITTLE HEROES BBY WIPES","4","8.00","1.32","0.00"
"5017123217258","LUNOX sleep aid tablets 50mg  20","4","21.96","3.68","0.00"
"5000223414658","MELOLIN 5CMX5CM","4","8.40","1.40","0.00"
"5012748615281","MOVICOL tubular stick pads powder sachets 13.125g/46.6mg/178.5mg/350.7mg  20","8","82.80","13.84","0.00"
"5054563062574","Night Nurse Capsules 10","4","28.64","4.76","0.00"
"4005808837311","Nivea Pearl & Beauty Deo 150ml","4","13.16","2.20","0.00"
"4005808924448","Nivea Visage Sens Micellar Water 200ml","4","18.36","3.08","0.00"
"8445290965455","NUNN ULTRA HYDRATION RASPBERRY","4","4.00","0.68","0.00"
"5000158104310","Nurofen Cold&flurelief 16s","4","21.96","3.68","0.00"
"5000158104334","NUROFEN DAY & NIGHT COLD & FLU tablets 200mg/5mg  16","4","21.96","3.68","0.00"
"5011417589229","NUROFEN PLUS IBUPROFEN.CODEINE 24TAB","4","39.20","6.52","0.00"
"5060177240581","Odour Eaters Spray 150ml","4","17.96","3.00","0.00"
"5016379299209","Otex Olive Oil Ear Drops 10ml Olive Oil Ear Drops","4","15.96","2.68","0.00"
"5017123055225","PARACETAMOL CAPS 500mg 16","12","6.60","1.08","0.00"
"5038483000052","Paramol Tabs E/t/s 12 Easy To Swallow","12","58.20","9.72","0.00"
"999","Prescriptions Nhs","160","1584.00","0.00","0.00"
"998","Prescriptions Private","8","256.68","0.00","0.00"
"5018632208973","Safe & Sound Safety Pins","4","5.80","0.96","0.00"
"5011309128819","SAVLON wound cleansing wipe sachets  10","4","11.96","2.00","0.00"
"5061017271444","SILEX covid self test  1","8","19.92","3.32","0.00"
"5012616267659","SOLPADEINE MAX 24","8","72.56","12.08","0.00"
"5012616267994","SOLPADEINE MAX SOL 24","4","34.00","5.68","0.00"
"8445484469219","STITCH BASEBALL CAP","4","21.96","3.68","0.00"
"5000158102910","Strepsil Sore Throat&cgh 24","8","47.12","7.84","0.00"
"7317400026749","TEPE interdental brushes blue 0.6mm 6","4","17.20","2.88","0.00"
"8445290964960","UNNU SPORT ELECTROLYTES 50G","4","4.00","0.68","0.00"
"5028763012707","WISDOM toothpaste active whitening instant bright 75ml","4","15.96","2.68","0.00"
