"SKUID","Description","QTY Sold","Total","Vat","Discount"
"5037560021324","ALLERGY RELIEVER","4","20.00","3.32","0.00"
"5000488201352","Arnicare Crm 50g","4","34.76","5.80","0.00"
"5000347061837","Beechams AlL-IN-One 160ml","4","24.00","4.00","0.00"
"5010123722708","Calpol Inf S/f 120mg/5ml 100ml","4","18.36","3.08","0.00"
"5054563129826","CENTRUM ADVANCE ADULTS","4","22.88","3.80","0.00"
"4064666943091","CLAIROL tone+gloss 811/73 medium ash blonde 135ml","4","27.96","4.68","0.00"
"8001090036629","Clearblue _brand Clearblue Early Detecti Early Detection Visual","4","45.96","7.68","0.00"
"01050361000030041729","CLINIPORE SURGICAL TAPE","4","5.16","0.88","0.00"
"01050361000030281729","CLINIPORE TAPE 5X5","4","7.56","1.28","0.00"
"5060013941610","CO CODAMOL 8MG/500MG","12","47.88","8.04","0.00"
"3663555002119","COMPEED","8","50.40","8.40","0.00"
"5031413953145","COTTON WOOL BALLS","4","4.00","0.68","0.00"
"5010441021354","Cotton Wool Roll","8","9.20","1.52","0.00"
"5011309016116","Covonia Throat Spray 30ml","4","36.00","6.00","0.00"
"9001375996494","Cow/gate Instant Carobel 135g Instant Carobel","12","52.20","0.00","0.00"
"5707390040214","D-PEARLS 800IU","4","29.00","4.84","0.00"
"5000283661979","DULCOLAX ADULT PICO LIQUID","4","17.64","2.96","0.00"
"5033847002468","EARCALM","4","35.96","6.00","0.00"
"5012251009423","FACIAL WIPES SOFT APRICOT","4","4.00","0.68","0.00"
"50084470","Fishermans Friend B/curt 25g","4","3.16","0.52","0.00"
"50357475","Fishermens Friend Cherry Loz 25g","4","3.16","0.52","0.00"
"6921756492434","FLOWFLEX lateral flow test kits  5","4","36.00","6.00","0.00"
"5017007052302","Fluconazole 150mg Capsule","4","15.96","2.68","0.00"
"5000158065895","Gaviscon Double Act Liq 300ml Peppermint","4","35.96","6.00","0.00"
"5060464500213","IBUPROFEN 400MG TABLETS","4","23.96","4.00","0.00"
"5060057403136","IBUPROFEN AMD CODEINE","4","33.96","5.68","0.00"
"5010441006481","Ibuprofen Tablets 200mg 24","4","12.76","2.12","0.00"
"5030104005187","JAKEMANS menthol lozenges peppermint 73g","4","3.96","0.68","0.00"
"5030104005064","JAKEMANS menthol lozenges throat & chest 73g","4","3.96","0.68","0.00"
"5011842107128","MAC sore throat lozenges honey & lemon flavour  12","4","5.68","0.96","0.00"
"5018632302923","NEUTRAL CLAW CLIPS ASSORT 3","4","13.96","2.32","0.00"
"5054563062574","Night Nurse Capsules 10","4","28.64","4.76","0.00"
"5012616291654","NYTOL ONE A NGT 20 TABLETS","8","65.52","10.96","0.00"
"5011309115512","OPTICROM ALLERGY 2%","8","47.92","8.00","0.00"
"5011417590942","OPTREX eye drops double action rehydrating dry eyes 10ml","4","42.00","7.00","0.00"
"5060057403273","PARACETAMOL","4","6.00","1.00","0.00"
"5038483000076","Paramol Ets 24 Tabs","4","33.96","5.68","0.00"
"5038483000090","Paramol Tabs Ets 32","4","39.96","6.68","0.00"
"5060215551686","PEPPA PIG PLASTERS","4","6.36","0.84","1.28"
"5000198136401","POLI-GRIP denture fixative cream ultra hold & neutral tasting 40g","4","15.68","2.60","0.00"
"999","Prescriptions Nhs","140","1386.00","0.00","0.00"
"998","Prescriptions Private","8","64.00","0.00","0.00"
"5011309128819","SAVLON wound cleansing wipe sachets  10","4","11.96","2.00","0.00"
"5011417579015","Senokot Max Strength","4","23.96","4.00","0.00"
"8720181209444","SIMPLE face kind to skin cleansing wipes  25","20","40.00","6.60","0.00"
"5010123710293","Sinutab Tablets 15s","4","25.96","4.32","0.00"
"01050600928636051727","SKIN OINTMENT","4","69.04","11.52","0.00"
"5012616267659","SOLPADEINE MAX 24","4","36.28","6.04","0.00"
"5012616267994","SOLPADEINE MAX SOL 24","8","68.00","11.36","0.00"
"5012616268007","SOLPADINE PLUS 24","4","29.08","4.84","0.00"
"5012674061381","STUGERON 15 TABS","4","21.16","3.52","0.00"
"3574660534887","Sudafed Block Nose Spray 15ml","4","23.16","3.88","0.00"
"01050361000030111728","SURGICAL TAPE","4","5.96","1.00","0.00"
"5060120163387","TEA TREE FACIAL WIPES","4","6.40","1.08","0.00"
"7350121253315","TEPE interdental brushes mixed  6","4","17.20","2.88","0.00"
"42182634","Vaseline Petro Jelly 100ml","4","7.96","1.32","0.00"
"5051562030603","Voltarol 12hr EmugeL-P 50g","4","47.96","8.00","0.00"
"42211471","WRIGLEYS EXTRA WHITE CHEWING GUM","4","3.16","0.52","0.00"
