"SKUID","Description","QTY Sold","Total","Vat","Discount"
"5011309052916","Acetone Solvent 50ml","2","5.78","0.96","0.00"
"5000283662204","ALLEVIA 120MG","1","5.32","0.89","0.00"
"5060057402344","ALMUS cold sore cream 5% 2g","1","2.99","0.50","0.00"
"5055382308294","ALMUS ibuprofen tablets 200mg  16","1","0.59","0.10","0.00"
"5060057405758","ALMUS mucus cough syrup 100mg/5ml 200ml","1","3.99","0.67","0.00"
"5055382306757","ALMUS tickly cough syrup 0.75mg/5ml 200ml","1","3.99","0.67","0.00"
"5055382306047","ALVITA PREGNANCY TEST TWIN","1","3.99","0.67","0.00"
"5391513951718","ANTHISAN BITE & STING cream 2% 20g","2","10.98","1.84","0.00"
"5012617017116","Aspirin Disp Tabs 75mg","2","1.70","0.28","0.00"
"5012251009287","Beauty Form Lens Cleans Wipes 20 Lens Cleansing Wipes","2","2.00","0.34","0.00"
"5012616291708","Beconase Hayfever Nasal Spray 0.05% 180 Doses","2","21.98","3.66","0.00"
"5017848254927","BELLS OTC medicines analgesics paracetamol caplets 500mg  32","2","3.00","0.50","0.00"
"5010123667320","Calpol Six Plus Sf 100ml","1","5.49","0.92","0.00"
"5017371134826","CALYPSO sun protection continuous spray spf30 175ml","1","7.49","1.25","0.00"
"5010605055287","Canesten Oasis For Cystitis Relief Cystitis Relief","1","6.89","1.15","0.00"
"5010605055560","Canestest Scrn Test","1","10.49","1.75","0.00"
"5011309027419","Care+ Aqueous Calamin Cream 100g","1","3.49","0.58","0.00"
"5012654201035","Carnation Fng/toe Bnd 4m","1","3.65","0.61","0.00"
"01050361000030111729","CLINIPORE TAPE 2.5CMX5M","1","1.49","0.25","0.00"
"5055382307808","CO CODAMOL","3","17.97","3.00","0.00"
"5012251009973","CUCUMBER & AVOCADO","1","1.00","0.17","0.00"
"42405962","DEXTRO BLUEBERRY","1","0.79","0.13","0.00"
"76111587","Dextro Energy Classic 47g","1","0.79","0.00","0.00"
"50184491","Dextro Energy Tropical","1","0.79","0.00","0.00"
"5060035247127","Difflam Spray 30ml","1","8.49","1.42","0.00"
"5000167002126","Femfresh Deo Spray 125ml","1","2.77","0.46","0.00"
"5050650006025","FERROUS SULPH TABS 200MG 100","1","4.59","0.77","0.00"
"8006540358672","FIXODENT NEUTRAL","1","2.99","0.50","0.00"
"5017353506566","GALPHARM ibuprofen & paracetamol tablets f/c 200mg/500mg  16","2","5.98","1.00","0.00"
"5037336000188","GOLDEN EYE OINT 1%","2","13.78","2.30","0.00"
"5060216564753","HALIBORANGE omega-3 & multivitamin softies  30","1","6.00","1.00","0.00"
"50696925","Halls Original","2","1.70","0.28","0.00"
"4031626711595","Hycosan Plus Eye Drops 7.5ml Eye Drops","1","11.18","1.86","0.00"
"5391510478881","HYDROGEN PEROXIDE 6%","1","3.99","0.53","0.80"
"5055382308256","IBUPROFEN 400MG","3","14.97","2.49","0.00"
"5030104005187","JAKEMANS menthol lozenges peppermint 73g","3","2.97","0.51","0.00"
"5000223414658","MELOLIN 5CMX5CM","1","2.10","0.35","0.00"
"5054563062574","Night Nurse Capsules 10","1","7.16","1.19","0.00"
"4062981021890","NUMARK IBUPROFEN 400MG 24S","1","4.99","0.83","0.00"
"5000158100589","Nurofen Child Strwbry 100ml","1","4.25","0.71","0.00"
"5011417583210","NUROMOL dual action pain relief tablets 200mg/500mg  12","1","3.99","0.67","0.00"
"5012616291654","NYTOL ONE A NGT 20 TABLETS","1","8.19","1.37","0.00"
"5000477673184","OLBAS oil for children 12ml","1","5.15","0.86","0.00"
"5052197053623","OPTREX eye drops hayfever relief 2% 10ml","1","6.49","1.08","0.00"
"5060025370033","Orajel Ex Dental Gel 5.3g","1","6.49","1.08","0.00"
"5054563197610","PANADOL PERIOD PAIN tablets 65mg/500mg  16","1","3.49","0.58","0.00"
"5024071250039","PARACETAMOL CAPLETS 16S","1","0.85","0.14","0.00"
"5038483000090","Paramol Tabs Ets 32","1","9.99","1.67","0.00"
"999","Prescriptions Nhs","37","366.30","0.00","0.00"
"998","Prescriptions Private","2","24.00","0.00","0.00"
"5011309401417","Simple Linctus S/f 200ml","1","2.69","0.45","0.00"
"5011784004325","SNUFFLE BABE VAPOUR RUB","1","3.99","0.67","0.00"
"5012616267659","SOLPADEINE MAX 24","1","9.07","1.51","0.00"
"5012616267994","SOLPADEINE MAX SOL 24","1","8.50","1.42","0.00"
"5017007601302","Sudocrem Antisept Cream 250g","1","9.99","1.67","0.00"
"5060100930206","SURESIGN","1","2.49","0.42","0.00"
"5024874015040","Valupak Multivit/iron Tabs 50 Tablets","1","1.48","0.25","0.00"
"8714100597347","Vaseline Lip Rosy 20g","1","1.93","0.32","0.00"
"5021265246335","WELLKID liquid calcium 150ml ","1","4.95","0.83","0.00"
"42070719","WRIGLEYS EXTRA COOL BREEZE","1","0.79","0.13","0.00"
"https://kedley.co/pa","WRIST SPLINT","1","12.99","2.17","0.00"
