"SKUID","Description","QTY Sold","Total","Vat","Discount"
"5017289001722","4 IN 1 FACIAL CLEANSING WIPES","1","1.00","0.17","0.00"
"5060057403327","ALMUS PARACETAMOL ORAL S 2MPLUS","1","3.59","0.60","0.00"
"5600244290035","Benzydamine 0.15% Oromucosal Spray","1","6.99","1.17","0.00"
"5012251012447","BF HAND CREAM","2","2.00","0.34","0.00"
"5012616262210","Broncho Stop Liq 240ml","1","11.50","1.92","0.00"
"5010605055287","Canesten Oasis For Cystitis Relief Cystitis Relief","1","6.89","1.15","0.00"
"5011309027419","Care+ Aqueous Calamin Cream 100g","2","6.98","1.16","0.00"
"4064666943077","CLAIROL tone+gloss 611/75 light ash brown 135ml","1","6.99","1.17","0.00"
"5060013941610","CO CODAMOL 8MG/500MG","6","23.94","4.02","0.00"
"5000347054235","Corsodyl Dly Mw Frsh Mint 500ml","1","4.50","0.75","0.00"
"5060035247127","Difflam Spray 30ml","1","8.49","1.42","0.00"
"5060119660552","EVOLVE eyelid wipes p/f 2.25ml 20","1","7.36","1.23","0.00"
"5060611190410","FERROTAB tablets 200mg  28","1","2.19","0.37","0.00"
"5000158071346","Gaviscon Dble Action Tablets Mint 24","1","5.49","0.92","0.00"
"5060057403136","IBUPROFEN AMD CODEINE","2","16.98","2.84","0.00"
"5021691601067","Ibuprofen Gel 10% 30g","1","3.49","0.58","0.00"
"5055144200965","Ibuprofen oral suspension s/f 100mg/5ml 100ml ","1","4.99","0.83","0.00"
"5027097901176","Imodium Caps 2mg 6 Tabs","1","4.18","0.70","0.00"
"6003058068286","KEDLEY TENNIS ELBOW","1","7.99","1.33","0.00"
"5060057403518","LORATADINE 10MG","1","3.73","0.62","0.00"
"5017123217258","LUNOX sleep aid tablets 50mg  20","1","5.49","0.92","0.00"
"87108132","MENTOS","1","0.65","0.11","0.00"
"5010123711139","Migraleve Complete 24 Tabs","1","13.49","2.25","0.00"
"991","MISC","2","11.28","1.89","0.00"
"5012748616233","MOVICOL EASE powder for oral solution sachets flavour free 13.125g/46.6mg/178.5mg/350.7mg  20","1","10.89","1.82","0.00"
"5011417589229","NUROFEN PLUS IBUPROFEN.CODEINE 24TAB","1","9.80","1.63","0.00"
"5000158105591","NUROFEN PLUS TABLETS 32","2","22.58","3.76","0.00"
"5060025370026","Orajel Mouth Gel 10% Blue 5.3g","1","4.79","0.80","0.00"
"4210201409748","ORAL-B toothbrush manual precision clean DB5 battery white","1","16.00","2.67","0.00"
"5060057403273","PARACETAMOL","2","3.00","0.50","0.00"
"5055144201658","PARACETAMOL CAPSULES 32S","3","6.00","0.99","0.00"
"999","Prescriptions Nhs","29","287.10","0.00","0.00"
"5012616267659","SOLPADEINE MAX 24","1","9.07","1.51","0.00"
"5012616268007","SOLPADINE PLUS 24","1","7.27","1.21","0.00"
"5012616268182","SOLPADINE PLUSE 24CAP","1","6.89","1.15","0.00"
"5060100937588","SURESIGN URINARY TRACT INFECTION TEST STRIPS","1","5.49","0.92","0.00"
"7322540592412","Tena Pants Medium x9","1","9.00","0.00","0.00"
"6936983109925","URINARY TRACT INFECTIONS 1 TEST","1","2.00","0.33","0.00"
