"SKUID","Description","QTY Sold","Total","Vat","Discount"
"5060110220281","3 IN 1 MAKE UP REMOVAL WIPES","2","2.00","0.34","0.00"
"5060057402917","ALMUS CLOTRIMAZOLE 1% 20G","1","3.99","0.67","0.00"
"5060057402344","ALMUS cold sore cream 5% 2g","2","5.98","1.00","0.00"
"5055382306757","ALMUS tickly cough syrup 0.75mg/5ml 200ml","1","3.99","0.67","0.00"
"5055382307402","ALVITA silicone ear plugs  3pairs","1","4.89","0.82","0.00"
"5055382305743","ALVITA TISSUES","1","2.29","0.38","0.00"
"5010724530993","Anusol Plus Hc Ointment 15g","1","5.89","0.98","0.00"
"5060421930329","Aproderm Barrier Cream  100g","1","7.15","1.19","0.00"
"5012251009287","Beauty Form Lens Cleans Wipes 20 Lens Cleansing Wipes","1","1.00","0.17","0.00"
"5010123734039","Benylin Day & Night Cold Treatment Tablets 25mg /500mg /500mg /60mg  16","1","5.99","1.00","0.00"
"5011309014310","Care Chlorhexidine M/wash","1","4.49","0.75","0.00"
"5012654201035","Carnation Fng/toe Bnd 4m","1","3.65","0.61","0.00"
"5012654202803","Carnation Toe Protector 2 Toe Protector","1","3.39","0.57","0.00"
"5017123047145","Cetirizine 10mg 30 Tablets","1","3.99","0.67","0.00"
"5017103300918","CLEAREAR olive oil ear drops 10ml","1","3.99","0.67","0.00"
"5099151007636","Colofac Ibs 15 Tabs","1","5.10","0.85","0.00"
"5054563057815","CORSODYL mouthwash original alcohol free 0.2% 300ml","1","5.85","0.98","0.00"
"5027097795331","Daktacort Hc Cream 15g","1","7.69","1.28","0.00"
"50158089","Dettol Antiseptic  Lqd 500ml","1","4.20","0.70","0.00"
"5012617017147","Disp Asprin 75mg 100s","1","2.55","0.43","0.00"
"5060598253351","EMLA 5% CREAM","1","4.05","0.68","0.00"
"5000347079016","EUMOVATE ECZ&DER CRM 15g","1","9.98","1.66","0.00"
"5031413919974","FACE FACTS MUD MASK CUCUMBER","1","1.00","0.17","0.00"
"5055382308812","FOLIC ACID 400UG","1","1.80","0.30","0.00"
"5017353506474","GALPHARM treathay tablets f/c 120mg  10","1","3.99","0.53","0.80"
"5010605829017","GERMOLENE ANTISEPT CREAM 30g","1","3.20","0.53","0.00"
"6003058068316","KEDLEY KINESIOLOGY TAPE","1","3.85","0.64","0.00"
"5016298990973","Laxido Orange (keep)","1","5.92","0.99","0.00"
"5017123217258","LUNOX sleep aid tablets 50mg  20","1","5.49","0.92","0.00"
"87108132","MENTOS","1","0.65","0.11","0.00"
"991","MISC","4","11.60","1.93","0.00"
"5018632199516","MOTION SICKNESS BANDS","1","6.00","1.00","0.00"
"4062981021937","NUMARK IBUPROFEN 400MG 96TAB","1","10.99","1.83","0.00"
"5011417589229","NUROFEN PLUS IBUPROFEN.CODEINE 24TAB","2","19.60","3.26","0.00"
"5016379270000","Otex Ear Drops 5%","1","5.60","0.93","0.00"
"5012674049907","Ovex Family Pack 4 Tabs","1","13.29","2.22","0.00"
"5000347063282","Panadol Extra Sol Tabs 24","1","5.49","0.92","0.00"
"5060057403273","PARACETAMOL","3","4.50","0.75","0.00"
"5017123055225","PARACETAMOL CAPS 500mg 16","2","1.10","0.18","0.00"
"5038483000052","Paramol Tabs E/t/s 12 Easy To Swallow","3","14.55","2.43","0.00"
"999","Prescriptions Nhs","32","316.80","0.00","0.00"
"998","Prescriptions Private","4","629.47","0.00","0.00"
"5018632152641","SAFE & SOUND first aid bandages & dressings absorbent lint 25g","1","3.24","0.54","0.00"
"5018632208973","Safe & Sound Safety Pins","1","1.45","0.24","0.00"
"5011309018110","SAVLON 15G","1","1.79","0.30","0.00"
"5061017271444","SILEX covid self test  1","2","4.98","0.84","0.00"
"5017289001890","SKIN DEEP SELF TANNING WIPES 20 PACK","1","1.00","0.17","0.00"
"5018632025808","Small Toe Nail Pliers","1","9.45","1.58","0.00"
"5012616267659","SOLPADEINE MAX 24","1","9.07","1.51","0.00"
"5012616267994","SOLPADEINE MAX SOL 24","1","8.50","1.42","0.00"
"5012616268182","SOLPADINE PLUSE 24CAP","2","13.78","2.30","0.00"
"5011417566343","Steradentpro White Pro White","1","1.79","0.30","0.00"
"4015400363033","TAMPAX tampons regular   20","1","2.49","0.00","0.00"
"5039139011927","WATER RESISTANT PLASTERS 40","1","2.99","0.50","0.00"
"5012617001986","ZIPAMOL PLUS effervescent tablets 8/500mg  32","1","5.99","1.00","0.00"
"5054563059918","ZOVIRAX COLD SORE CREAM","1","8.49","1.42","0.00"
