"SKUID","Description","QTY Sold","Total","Vat","Discount"
"5011309897319","ACRIFLEX CREAM 30g","4","15.96","2.68","0.00"
"5000283663607","ALLEVIA HIVES tablets 180mg  15","4","35.96","4.80","7.20"
"5060057402153","ALMUS sleep aid tablets 50mg  20","4","21.96","3.68","0.00"
"8006540822647","ALWAYS ULTRA DAY & NIGHT","4","11.96","1.60","2.40"
"5054563087546","AQUAFRESH toothpaste childrens splash strawberry 50ml","4","6.84","1.16","0.00"
"5038832000009","AQUEOUS CREAM 500ML","4","5.96","1.00","0.00"
"5036631004518","ASHTON & PARSONS infants powders 0.002ml  30","4","31.96","5.32","0.00"
"5033847000389","ASPIRIN 75MG GR","4","6.76","1.12","0.00"
"5012617017109","Aspirin Disp Tabs 300mg 32s","4","10.00","1.68","0.00"
"5012616291715","Beconase H/fever Ad100 Spray","4","31.96","5.32","0.00"
"3574660667769","Benylin Mucus Cough And Cold Tabs 16","4","22.36","3.72","0.00"
"5012251012447","BF HAND CREAM","4","4.00","0.68","0.00"
"3086127500934","Bic Disp Raz Twin Lady 5 Twin Lady","4","7.80","1.32","0.00"
"5060177241144","BLISTEX lip infusions balm soothing 3.7g","4","14.76","1.96","2.96"
"5000283659167","BUSCOPAN IBS 20S","4","29.16","4.88","0.00"
"5010605620645","Canesten Cream/pessary Combi","4","79.16","13.20","0.00"
"5010605054013","Canesten Crm 1% 20g","4","28.76","4.80","0.00"
"5010605402128","CANESTEN oral & cream duo 150mg/2% 1/10g","4","72.76","12.12","0.00"
"5011309027419","Care+ Aqueous Calamin Cream 100g","4","13.96","2.32","0.00"
"5018632001017","CASSANDRA hot water bottles ribbed one side","4","23.96","4.00","0.00"
"01050361000030281729","CLINIPORE TAPE 5X5","8","15.12","2.56","0.00"
"5060057402931","CO CODAMOL","12","47.88","8.04","0.00"
"8718951684119","COLGATE toothpaste total original care 75ml","4","10.00","1.68","0.00"
"5054563057815","CORSODYL mouthwash original alcohol free 0.2% 300ml","4","23.40","3.92","0.00"
"9001375996494","Cow/gate Instant Carobel 135g Instant Carobel","4","17.40","0.00","0.00"
"5011501015368","DEEP RELIEF ANTI-INFLAM GEL","4","50.40","8.40","0.00"
"5000283661894","Dulcolax 5mg Gastro Tabs 20","4","12.56","2.08","0.00"
"5060102170006","EAROL OLIVE OIL SPRAY 10ml","4","25.40","4.24","0.00"
"5060598253351","EMLA 5% CREAM","4","16.20","2.72","0.00"
"5060209732473","EPIMAX oatmeal cream 500g","4","22.16","3.68","0.00"
"5031413919974","FACE FACTS MUD MASK CUCUMBER","4","4.00","0.68","0.00"
"5017289002439","FACIAL WIPES ULTRA SENSITIVE","4","4.00","0.68","0.00"
"50084470","Fishermans Friend B/curt 25g","8","6.32","1.04","0.00"
"50357475","Fishermens Friend Cherry Loz 25g","4","3.16","0.52","0.00"
"6921756492434","FLOWFLEX lateral flow test kits  5","4","36.00","6.00","0.00"
"5017007052302","Fluconazole 150mg Capsule","4","15.96","2.68","0.00"
"5017931197063","FOSTER & GRANT 2.00","4","40.00","6.68","0.00"
"5017353506481","GALPHARM treathay tablets f/c 120mg  30","8","55.92","9.36","0.00"
"5011417568743","GAVISCON ADVANCE liquid aniseed 200mg/1000mg 300ml","4","41.96","7.00","0.00"
"5010605830495","Germoloids Cream 55g","4","34.76","5.80","0.00"
"5010605830464","Germoloids Crm 25g","4","18.76","3.12","0.00"
"5037336000188","GOLDEN EYE OINT 1%","4","27.56","4.60","0.00"
"7622210412539","Halls Soothers Honey&lemon 10 Honey And Lemon","4","3.40","0.56","0.00"
"5034660508021","Halls Soothers Peach","4","3.40","0.56","0.00"
"5031676000754","Hydrocortisone 1% Cream","4","32.76","5.48","0.00"
"5060464500206","Ibuprofen 400mg 48s","4","19.96","3.32","0.00"
"5060057403136","IBUPROFEN AMD CODEINE","4","33.96","5.68","0.00"
"5027097901176","Imodium Caps 2mg 6 Tabs","4","16.72","2.80","0.00"
"5060057405550","INFECTED EYE OINTMENT","4","23.96","4.00","0.00"
"5018632296802","INSTANT COLD PACK","8","11.92","2.00","0.00"
"5024874021645","IRON & VIT C CAPSULES","4","11.96","2.00","0.00"
"5030104005088","JAKEMANS menthol lozenges honey & lemon 73g","12","11.88","2.04","0.00"
"5030104005064","JAKEMANS menthol lozenges throat & chest 73g","4","3.96","0.68","0.00"
"5030104004944","Jakemans Throat/chest Stick","8","7.92","1.36","0.00"
"6003058068057","KEDLEY ANKLE SUPPORT M","4","23.96","4.00","0.00"
"50375301","Kleenex Tissues","4","2.40","0.40","0.00"
"5060057402887","Lactulose 3.3g/5ml Oral Solusion","8","50.32","8.40","0.00"
"5016298990973","Laxido Orange (keep)","4","23.68","3.96","0.00"
"5000158063938","Lempsip Max Sach Lemon 10s","4","20.96","3.48","0.00"
"50620814","Magnesium Paste","4","21.96","3.68","0.00"
"5060126090366","MELBOURNE SPRING WATER","8","8.00","1.36","0.00"
"3574661170916","Migraleve Pink 12 Tabs","4","31.96","5.32","0.00"
"991","MISC","20","56.00","9.32","0.00"
"5000347062193","Night Nurse 160ml","8","71.92","12.00","0.00"
"5054563062574","Night Nurse Capsules 10","4","28.64","4.76","0.00"
"5000167056600","Nurofen 200mg Tablets 16s","4","10.64","1.76","0.00"
"5011309010213","Olive Oil","4","15.96","2.68","0.00"
"5052197053616","Optrex Allergy Eye Drps 10ml Eye Drops  2%w/v","8","47.92","8.00","0.00"
"50007592","Optrex Refreshing Eye Drops 10ml","4","19.96","3.32","0.00"
"5060025370033","Orajel Ex Dental Gel 5.3g","4","25.96","4.32","0.00"
"3574661316123","OVEX SUSPENSION FAMILY PK 30ml","4","63.96","10.68","0.00"
"010181041709","PALMERS BODY OIL","4","27.96","4.68","0.00"
"5060057403273","PARACETAMOL","8","12.00","2.00","0.00"
"5017123055225","PARACETAMOL CAPS 500mg 16","20","11.00","1.84","0.00"
"5055144201658","PARACETAMOL CAPSULES 32S","4","8.00","1.32","0.00"
"5038483000076","Paramol Ets 24 Tabs","4","33.96","5.68","0.00"
"5054563076137","Piriton Allergy Tabs 4mg 60 Allergy Tablets  4mg","4","33.96","5.68","0.00"
"999","Prescriptions Nhs","100","990.00","0.00","0.00"
"998","Prescriptions Private","12","712.60","0.00","0.00"
"3435172191015","Quies Earplugs Foam Bright Colours  12","4","24.80","4.12","0.00"
"5018632274749","SAFE&SOUND STER ADHESIVE WATERPROOF","4","4.00","0.68","0.00"
"8718951388550","SANEX bath foam zero% kids 450ml","4","12.76","2.12","0.00"
"5011417572870","SCHOLL skin care foot cream dry skin 75ml","4","23.96","4.00","0.00"
"5012616267994","SOLPADEINE MAX SOL 24","8","68.00","11.36","0.00"
"5012616268007","SOLPADINE PLUS 24","4","29.08","4.84","0.00"
"5012616268182","SOLPADINE PLUSE 24CAP","4","27.56","4.60","0.00"
"5011417566329","Steradent Act Fresh 30 Tabs","4","5.20","0.88","0.00"
"5018632098666","Synthetic Wax Earplugs","4","23.96","4.00","0.00"
"7322540887624","TENA men pants active fit blue small/medium 9","4","34.00","0.00","0.00"
"5060018880105","Ultra Chlora Blkcrt Spry 15ml","4","24.60","4.12","0.00"
"5024874016771","Valupak Chewable Vit C  500mg","4","8.24","1.36","0.00"
"5024874015422","Valupak Effervescent Vit C","4","9.60","1.60","0.00"
"42182634","Vaseline Petro Jelly 100ml","4","7.96","1.32","0.00"
"850005892007","VITAL PROTEINS COLLAGEN PEPTIDES","4","100.00","16.68","0.00"
"5051562033802","voltarol 12hr gel","4","77.96","13.00","0.00"
"5028763007710","WISDOM toothbrushes fresh effect sensitive","4","7.96","1.32","0.00"
"5028763012707","WISDOM toothpaste active whitening instant bright 75ml","4","15.96","2.68","0.00"
"5060406860177","X-BRELLA","4","19.96","3.32","0.00"
"5000347016356","Zovirax Cold Sore Crm Pmp 2g","4","35.96","6.00","0.00"
