"SKUID","Description","QTY Sold","Total","Vat","Discount"
"5010605400773","CLARITYN allergy tablets 10mg  30","4","43.96","7.32","0.00"
"5011309105513","FLEXITOL for heels 25% urea balm 75g","4","27.56","4.60","0.00"
"5011309267211","Ibuprofen 400mg Tablets","4","11.16","1.88","0.00"
"5060057403273","PARACETAMOL","4","6.00","1.00","0.00"
"5012617001986","ZIPAMOL PLUS effervescent tablets 8/500mg  32","4","23.96","4.00","0.00"
"5011309015416","COVONIA 300ML CHESTY COUGH","4","42.00","7.00","0.00"
"5011417566299","Dettol Hand Hygiene Gel","4","7.20","1.20","0.00"
"7350087736846","E45 ITCH RELIEF CREAM","4","27.96","4.68","0.00"
"5060209732459","EPIMAX","4","19.96","3.32","0.00"
"3574661316123","OVEX SUSPENSION FAMILY PK 30ml","4","63.96","10.68","0.00"
"5010123710293","Sinutab Tablets 15s","4","25.96","4.32","0.00"
"5060100937601","SURESIGN blood pressure monitor pulse & irregular heartbeat functions LD588","4","119.96","20.00","0.00"
"5391520430275","WET ONES biodegradable wipes be fresh  12","4","4.00","0.68","0.00"
"5000488104479","Bach Rescue Remedy Ngt Drop 10ml","4","33.96","5.68","0.00"
"01050361000052201729","CLINIGRIP ELASTICATED TUBULAR BANDAGE B 1M","4","11.20","1.88","0.00"
"5060209110172","Epsom Salt Bath","4","23.96","4.00","0.00"
"50658053","Halls Cherry","4","3.40","0.56","0.00"
"5000477812224","KALMS NIGHT herbal sedative tablets  56","4","23.96","4.00","0.00"
"991","MISC","4","15.16","2.52","0.00"
"5000347062193","Night Nurse 160ml","4","35.96","6.00","0.00"
"999","Prescriptions Nhs","160","1584.00","0.00","0.00"
"5391513951718","ANTHISAN BITE & STING cream 2% 20g","4","21.96","3.68","0.00"
"5054563211767","DAY NURSE tablets f/c 500mg/30mg  18","4","34.00","5.68","0.00"
"5033847002192","KWELLS 12 TABLETS","4","15.96","2.68","0.00"
"5054563062574","Night Nurse Capsules 10","8","57.28","9.52","0.00"
"5000158100718","Nurofen Exp Lqd Caps 16 200mg","4","17.16","2.88","0.00"
"5054563947239","OTRIVINE nasal spray with khone spray congestion relief 0.1% 10ml","4","24.00","4.00","0.00"
"5000158106185","Strepsils Extra Blackc 24s","4","23.56","3.92","0.00"
"8001090705600","Tampax Compak Reg 18s","4","12.76","0.00","0.00"
"4084500477360","Clearblue Digital Preg Test Sngle","4","49.16","8.20","0.00"
"5034660508021","Halls Soothers Peach","8","6.80","1.12","0.00"
"5028763012622","WISDOM toothbrushes ortho","4","11.96","2.00","0.00"
"5060057400111","DISPERSIBLE ASPIRIN 75mg 100 TABS","8","20.40","3.40","0.00"
"5060057402887","Lactulose 3.3g/5ml Oral Solusion","4","25.16","4.20","0.00"
"7323190254859","MEPORE DRESSING 9X20CM/3.6X8IN","16","16.00","2.68","0.00"
"5012616291654","NYTOL ONE A NGT 20 TABLETS","4","32.76","5.48","0.00"
"5000158069473","OPTREX eye spray actimist 2in1 itchy watery 10ml","4","63.96","10.68","0.00"
"5060025370033","Orajel Ex Dental Gel 5.3g","4","25.96","4.32","0.00"
"998","Prescriptions Private","4","104.88","0.00","0.00"
"5000309007323","Robitussin Dry Cough","4","29.96","5.00","0.00"
"5012616268007","SOLPADINE PLUS 24","4","29.08","4.84","0.00"
"5060637649909","CHLORPHENAMINE","4","11.96","2.00","0.00"
"5027097795331","Daktacort Hc Cream 15g","4","30.76","5.12","0.00"
"5055158013216","Epaderm Cream 50g","4","13.96","2.32","0.00"
"5030104005163","JAKEMANS menthol lozenges blackcurrant 73g","4","3.96","0.68","0.00"
"5060057402344","ALMUS cold sore cream 5% 2g","8","23.92","4.00","0.00"
"5060057402153","ALMUS sleep aid tablets 50mg  20","4","21.96","3.68","0.00"
"5017123055232","Paracetamol Caplets 32","8","12.00","2.00","0.00"
"5060057402917","ALMUS CLOTRIMAZOLE 1% 20G","4","15.96","2.68","0.00"
"50620814","Magnesium Paste","4","21.96","3.68","0.00"
"5055144201658","PARACETAMOL CAPSULES 32S","24","48.00","7.96","0.00"
"5012616268182","SOLPADINE PLUSE 24CAP","8","55.12","9.20","0.00"
"5010724515068","Sterimar Isotonic Nasal Spry 100ml","4","27.16","4.52","0.00"
"5060057402856","ALMUS hayfever & allergy relief tablets 10mg  30","4","9.96","1.68","0.00"
"5012616262203","Buttercup Bronchostop Syr 200ml","4","43.96","7.32","0.00"
"5060057402931","CO CODAMOL","20","79.80","13.40","0.00"
"5060342241658","GLUCORX Q blood glucose meter","4","79.96","13.32","0.00"
"5060464500213","IBUPROFEN 400MG TABLETS","4","23.96","4.00","0.00"
"50483464","Optrex Infected Eye Drops","4","31.96","4.28","6.40"
"5000158100527","STREPSILS honey & lemon lozenges 0.6mg/1.2mg  36","8","47.12","7.84","0.00"
"5012674061381","STUGERON 15 TABS","4","21.16","3.52","0.00"
"5061035050007","SURESIGN diabetes screening test urine glucose test  3","4","21.96","3.68","0.00"
"7322540426335","Tena Men Level 1 12s","4","17.96","0.00","0.00"
"5033847000389","ASPIRIN 75MG GR","8","13.52","2.24","0.00"
"50632725","Clove Oil 10ml","4","15.96","2.68","0.00"
"5015915832047","Lactulose 500ml","4","35.96","6.00","0.00"
"5055132717451","PERMETHRIN CREAM","4","67.60","11.28","0.00"
"5012616267994","SOLPADEINE MAX SOL 24","8","68.00","11.36","0.00"
