"SKUID","Description","QTY Sold","Total","Vat","Discount"
"5010123708528","Actifed MultI-Action Tabs 12s","8","46.32","7.76","0.00"
"5060057402474","ALMUS simple linctus cough relief oral solution 125mg/5ml 200ml","4","11.56","1.92","0.00"
"5060057400197","Antihistamine Tablets 4mg 28s","4","11.96","2.00","0.00"
"5018632286865","BAMBOO FACECLOTHS","4","15.96","2.68","0.00"
"5016379112003","Bazuka Treatment Gel 4% W/w/12% W/w 6g","4","28.00","4.68","0.00"
"5012251009287","Beauty Form Lens Cleans Wipes 20 Lens Cleansing Wipes","4","4.00","0.68","0.00"
"3086125705010","Bic 1 Sens 5pk","4","3.56","0.60","0.00"
"5012654202803","Carnation Toe Protector 2 Toe Protector","4","13.56","2.28","0.00"
"5010605403170","CLARITYN tablets 10mg  10","4","19.00","3.16","0.00"
"5016075000055","Colpermin Ibs Capsules 20","4","31.96","5.32","0.00"
"5011309440614","Covonia Cough Original","8","14.40","2.40","0.00"
"50184262","Dextro Energy B/currant 47g","4","3.16","0.00","0.00"
"50184491","Dextro Energy Tropical","4","3.16","0.00","0.00"
"76111570","Dextro Lemon","8","6.32","1.04","0.00"
"5391513951824","DIORALYTE RELIEF sachets s/f raspberry 300mg/350mg/580mg  6","4","22.36","3.72","0.00"
"27122301","DISPENSARY SALE","8","3.80","0.64","0.00"
"50173686","Extra Chewing Gum Spearmint","0","0.00","0.00","0.00"
"5060135170684","Ferrous Fumarate 210mg Tablets","4","16.56","2.76","0.00"
"5000174718058","Fixodent Foodseal 40g","4","16.28","2.72","0.00"
"5018632286742","FLANNELS","4","9.96","1.68","0.00"
"5034660508021","Halls Soothers Peach","4","3.40","0.56","0.00"
"5034660508038","Halls Soothers S/Berry","4","3.40","0.56","0.00"
"5410076498642","HEAD & SHOULDERS shampoo smooth & silky 250ml","4","15.96","2.68","0.00"
"5031676000754","Hydrocortisone 1% Cream","4","32.76","5.48","0.00"
"5055382308256","IBUPROFEN 400MG","4","19.96","3.32","0.00"
"5060464500213","IBUPROFEN 400MG TABLETS","4","23.96","4.00","0.00"
"6009547616105","KEDLEY PLANTAR FASCIA SLEEVES MEDIUM","4","59.96","10.00","0.00"
"5018632249969","Kids Travel Bands","4","14.60","2.44","0.00"
"5055382307464","MIGRAINE RELIEF BUCCAL","4","27.96","4.68","0.00"
"8011003061303","MOSCHINO Cheap & Chic eau de toilette vapo 50ml ","4","115.92","19.32","0.00"
"5018632024108","MURRAYS clippers toe nail","4","10.36","1.72","0.00"
"5054563062574","Night Nurse Capsules 10","4","28.64","4.76","0.00"
"5000223421403","Numark Melolin Pfa Dressing 20x10","20","19.00","3.20","0.00"
"5011417589229","NUROFEN PLUS IBUPROFEN.CODEINE 24TAB","8","78.40","13.04","0.00"
"5000158105591","NUROFEN PLUS TABLETS 32","4","45.16","7.52","0.00"
"5011309010213","Olive Oil","4","15.96","2.68","0.00"
"5016379299100","Otex Express Combi Pack","4","36.00","6.00","0.00"
"5060057403273","PARACETAMOL","4","6.00","1.00","0.00"
"5017123055225","PARACETAMOL CAPS 500mg 16","4","2.20","0.36","0.00"
"5023497334316","PEPTAC LIQUID antacid liquid peppermint 80mg/5ml/250mg/5ml/133.5mg/5ml 500ml","4","23.68","3.96","0.00"
"5060010283980","PHORPAIN GEL 10% 50G","4","25.96","4.32","0.00"
"999","Prescriptions Nhs","60","594.00","0.00","0.00"
"998","Prescriptions Private","8","96.00","0.00","0.00"
"5010605296024","Rennie Deflatine 18 Tablets","4","19.16","3.20","0.00"
"5018632274749","SAFE&SOUND STER ADHESIVE WATERPROOF","36","36.00","6.12","0.00"
"5011417579169","Senokot Tabs 7.5mg 20pk","4","14.20","2.36","0.00"
"5061017271444","SILEX covid self test  1","4","9.96","1.68","0.00"
"5012616267994","SOLPADEINE MAX SOL 24","4","34.00","5.68","0.00"
"5012616268007","SOLPADINE PLUS 24","4","29.08","4.84","0.00"
"5060100937588","SURESIGN URINARY TRACT INFECTION TEST STRIPS","4","21.96","3.68","0.00"
"5000158100381","Sweetex Tabs 300s","4","8.76","1.48","0.00"
"7317400026664","TEPE interdental brushes orange 0.45mm 6","4","17.20","2.88","0.00"
"5028953007247","UNISEX MAGIC GLOVES ","4","6.00","1.00","0.00"
"5024874032061","Valupak Vit D3 1000iu 60s","4","4.56","0.76","0.00"
"5028763012493","WISDOM mouthwash chlorhexidine digluconate 0.2% mint contains alcohol 300ml","4","9.96","1.68","0.00"
"5012509978280","Woodwards Gripe Water 150ml","4","15.96","2.68","0.00"
"01040521991414281124","ZETUVIT 20CMX20CM","16","16.00","2.72","0.00"
