"SKUID","Description","QTY Sold","Total","Vat","Discount"
"5060057402344","ALMUS cold sore cream 5% 2g","2","5.98","1.00","0.00"
"5060057402016","ALMUS paracetamol caplets 500mg  16","3","1.65","0.27","0.00"
"5391513951718","ANTHISAN BITE & STING cream 2% 20g","1","5.49","0.92","0.00"
"5391513951725","ANTHISAN cream 2% 25g","1","6.15","1.03","0.00"
"5000488201383","Bach Rescue Remedy Spray 20ml","1","11.50","1.92","0.00"
"5012251007047","BEAUTY FORMULAS intensive foot cream  100ml","1","1.39","0.23","0.00"
"5012251013697","BF HAIR REMOVAL CREAM SENSITIVE","1","1.79","0.30","0.00"
"5000158069671","Bonjela Junior Gel 15g","1","3.99","0.67","0.00"
"5017371146843","Calypso 50 High 150ml","1","8.99","1.50","0.00"
"5017123047145","Cetirizine 10mg 30 Tablets","1","3.99","0.67","0.00"
"5000158100633","Clearasil Ult Gel Wsh 150ml","1","6.99","1.17","0.00"
"5055382307808","CO CODAMOL","1","5.99","1.00","0.00"
"5060013941610","CO CODAMOL 8MG/500MG","3","11.97","2.01","0.00"
"5060035247127","Difflam Spray 30ml","1","8.49","1.42","0.00"
"27122301","DISPENSARY SALE","1","10.00","1.67","0.00"
"7333350763022","EPADERM JUNIOR CREAM","1","7.29","1.22","0.00"
"5060209732442","EPIMAX cream 100g ","1","1.49","0.25","0.00"
"5060209732404","EPIMAX EXCETRA CREAM","1","3.34","0.56","0.00"
"5060209732435","EPIMAX isomol gel 500g","1","5.65","0.94","0.00"
"5000167002126","Femfresh Deo Spray 125ml","1","2.77","0.46","0.00"
"5000167014174","Femfresh Powder 200g","1","4.09","0.68","0.00"
"5010724525937","Femfresh Ult Care Wash 250ml","1","2.99","0.50","0.00"
"5010724526149","Femfresh Wipes 25s","1","2.99","0.50","0.00"
"8809115907455","FINE TEST LITE","1","11.30","1.88","0.00"
"6921756492434","FLOWFLEX lateral flow test kits  5","1","9.00","1.50","0.00"
"5011417591062","GAVISCON liquid mint 80mg/5ml/250mg/5ml/133.5mg/5ml 250ml","1","7.59","1.27","0.00"
"5034660508021","Halls Soothers Peach","1","0.85","0.14","0.00"
"5034660508038","Halls Soothers S/Berry","2","1.70","0.28","0.00"
"7350087736747","HC45 HYDROCORTISONE CREAM","1","5.99","1.00","0.00"
"5030104004920","JAKEMANS menthol sweets throat & chest 41g","1","0.99","0.17","0.00"
"6003058068200","KEDLEY ANKLE SUPPORT ","1","7.99","1.33","0.00"
"6003058078407","KEDLEY HOT & COLD PACK","1","9.99","1.67","0.00"
"5060057402894","Lactulose 500ml","1","8.99","1.50","0.00"
"5018632202797","MERIDIANA bath mats white 69cm X 38cm","1","8.39","1.40","0.00"
"3574661170909","Migraleve Complete 12 Tabs","1","8.69","1.45","0.00"
"5018632296215","MINI HANDBAG BARREL BRUSH","1","1.99","0.33","0.00"
"991","MISC","1","9.99","1.67","0.00"
"5023652840300","Na Cranberry 5000mg 30s","2","11.90","1.98","0.00"
"5011417589229","NUROFEN PLUS IBUPROFEN.CODEINE 24TAB","2","19.60","3.26","0.00"
"5052197053623","OPTREX eye drops hayfever relief 2% 10ml","1","6.49","1.08","0.00"
"50483464","Optrex Infected Eye Drops","1","7.99","1.33","0.00"
"5060025370026","Orajel Mouth Gel 10% Blue 5.3g","1","4.79","0.64","0.96"
"3574661475301","ORALDENE medicated relief for mouth & throat infections 200ml ","1","5.00","0.83","0.00"
"8001841041391","Pampers Sensitive Baby Wipes 52s","1","1.20","0.20","0.00"
"5024071250039","PARACETAMOL CAPLETS 16S","1","0.85","0.14","0.00"
"5017123055225","PARACETAMOL CAPS 500mg 16","1","0.55","0.09","0.00"
"5055144201658","PARACETAMOL CAPSULES 32S","2","4.00","0.66","0.00"
"5015201009610","PARACETAMOL EFFERVESCENT TABLETS","1","4.10","0.68","0.00"
"5038483000090","Paramol Tabs Ets 32","3","29.97","5.01","0.00"
"5055382305958","POCKET TISSUES","1","1.49","0.25","0.00"
"999","Prescriptions Nhs","32","316.80","0.00","0.00"
"998","Prescriptions Private","5","64.76","0.00","0.00"
"5018632237522","Rainbow Detangler Slim Brush","1","2.99","0.50","0.00"
"5018632145162","SAFE & SOUND medicine organisers jumbo pill box detachable","1","5.25","0.88","0.00"
"5018632182808","Safe & Sound Pop Open 7 Day Pop Open 7 Day Pill Box","1","5.29","0.88","0.00"
"5012335887503","SEVEN SEAS pure cod liver oil range liquid 150ml","1","5.50","0.92","0.00"
"5011309102611","Sodium Bicarbonate 5% Ear Drops","1","3.79","0.63","0.00"
"5012616267994","SOLPADEINE MAX SOL 24","1","8.50","1.42","0.00"
"5060100930206","SURESIGN","1","2.49","0.42","0.00"
"8001090705723","Tampax Compak Super Plus","1","3.19","0.00","0.00"
"42182627","VASELINE PETRO JELLY 50ML","1","1.39","0.23","0.00"
"8712561481663","Vaselne Aloe Bdy Lot 200ml","1","3.65","0.61","0.00"
"5028763007871","Wisdom Clean Between Brushes 20 Interdental Brushes","1","2.99","0.50","0.00"
"5028763012226","WISDOM toothpaste active whitening charcoal 100ml","1","2.99","0.50","0.00"
