"SKUID","Description","QTY Sold","Total","Vat","Discount"
"945","£1 Lines","4","4.00","0.68","0.00"
"9341394006089","AEROPAD low adherent pad 10cm x 10cm 3","4","13.80","2.32","0.00"
"5039139010784","ALVITA beauty & toiletries cotton wool pleats 100g","8","11.12","1.84","0.00"
"8431306084012","ALVITA eye care wash & bath 100ml","4","17.96","3.00","0.00"
"5055382306047","ALVITA PREGNANCY TEST TWIN","4","15.96","2.68","0.00"
"4015400731535","Always Sensitive Norm 16s","4","6.20","0.00","0.00"
"8006540822647","ALWAYS ULTRA DAY & NIGHT","8","23.92","3.60","2.40"
"96183458","Anbesol Liquid 15ml","4","22.60","3.76","0.00"
"5391513951718","ANTHISAN BITE & STING cream 2% 20g","4","21.96","3.68","0.00"
"5010724531044","Anusol Suppositories 12s","4","17.96","3.00","0.00"
"5012616291715","Beconase H/fever Ad100 Spray","8","63.92","10.64","0.00"
"5017848254927","BELLS OTC medicines analgesics paracetamol caplets 500mg  32","4","6.00","1.00","0.00"
"3574660496970","Benylin Mucus Relief Ngt 150ml","4","36.36","6.08","0.00"
"5010123703745","Benylin Non Drsy Chesty 300ml","4","41.96","7.00","0.00"
"5600244290035","Benzydamine 0.15% Oromucosal Spray","4","27.96","4.68","0.00"
"3662042002953","BLEPHACLEAN EYELID WIPES 20","8","78.32","0.00","0.00"
"5012616262210","Broncho Stop Liq 240ml","4","46.00","7.68","0.00"
"5010123722708","Calpol Inf S/f 120mg/5ml 100ml","4","18.36","3.08","0.00"
"5010605054112","Canesten 500mg Pessary","4","48.76","8.12","0.00"
"5010605054013","Canesten Crm 1% 20g","4","28.76","4.80","0.00"
"5010605055560","Canestest Scrn Test","4","41.96","7.00","0.00"
"5055144201689","CETIRIZINE 10MG 30TAB","4","15.96","2.68","0.00"
"5010605400773","CLARITYN allergy tablets 10mg  30","4","43.96","7.32","0.00"
"5060133376255","CL-EAR pain relief  ear drops 0.5% 7g","4","35.96","6.00","0.00"
"01050361000030731729","CLINIPORE SURGICAL TAPE 2.5X10M","4","5.44","0.92","0.00"
"5060013941610","CO CODAMOL 8MG/500MG","28","111.72","18.76","0.00"
"5060003780588","CO-Codamol Eff 8/500mg 32s","12","71.88","12.00","0.00"
"8714789625454","COLGATE toothpaste max white one 75ml","4","20.00","3.32","0.00"
"5031413953145","COTTON WOOL BALLS","8","8.00","1.36","0.00"
"9001375996494","Cow/gate Instant Carobel 135g Instant Carobel","4","17.40","0.00","0.00"
"5011501003259","Deep Heat Patch x4","4","33.00","5.52","0.00"
"5016379157004","Dermol Wash","4","25.56","4.28","0.00"
"27122301","DISPENSARY SALE","4","37.44","6.24","0.00"
"5000283661900","DULCOLAX TWELVE PLUS 5MG 40TAB","4","23.28","3.88","0.00"
"60018793","Elastoplast Roll Plaster","4","14.96","2.48","0.00"
"5017353506344","ESOMEPRAZOLE 20MG 7 CAPS","4","26.36","4.40","0.00"
"5060375230179","FLARIN soft capsules 200mg  30","4","51.96","8.68","0.00"
"6921756492434","FLOWFLEX lateral flow test kits  5","4","36.00","6.00","0.00"
"5017353506474","GALPHARM treathay tablets f/c 120mg  10","8","31.92","4.80","3.20"
"5010605829017","GERMOLENE ANTISEPT CREAM 30g","4","12.80","2.12","0.00"
"05060342240170","GLUCORX FINEPOINT NEEDLES","4","31.24","5.20","0.00"
"50658053","Halls Cherry","4","3.40","0.56","0.00"
"5034660508038","Halls Soothers S/Berry","4","3.40","0.56","0.00"
"5055144200859","Ibuprofen 400mg 84s","4","23.96","4.00","0.00"
"5060057403136","IBUPROFEN AMD CODEINE","4","33.96","5.68","0.00"
"5027097901176","Imodium Caps 2mg 6 Tabs","4","16.72","2.80","0.00"
"3574661433790","IMODIUM ORIGINAL 2MG 12S","8","58.32","9.76","0.00"
"6003058068033","KEDLEY KNEE SUPPORT XL","4","25.96","4.32","0.00"
"4987072014103","Kool N Sooth Migraine Pads","8","24.96","4.16","0.00"
"5033847002192","KWELLS 12 TABLETS","4","15.96","2.68","0.00"
"5060057402887","Lactulose 3.3g/5ml Oral Solusion","4","25.16","4.20","0.00"
"5060057403518","LORATADINE 10MG","8","29.84","4.96","0.00"
"5017123217258","LUNOX sleep aid tablets 50mg  20","4","21.96","3.68","0.00"
"5010441013663","Magnesium & Vitamin B6 Tablets","4","8.00","1.32","0.00"
"809958002018","MEDIHONEY","8","70.80","11.84","0.00"
"5060126090366","MELBOURNE SPRING WATER","4","4.00","0.68","0.00"
"5000223437299","MELOLIN ADHESIVE dressing consumer/OTC pack  10cm x 8cm 5","4","20.36","3.40","0.00"
"5000223414740","MELOLIN ADHESIVE low-adhesive absorbent dressing pads consumer/OTC pack  8.3cm x 6cm 5","28","99.12","16.52","0.00"
"5000223414627","Melolin Dressing Pads 10x10cm","4","18.72","3.12","0.00"
"991","MISC","12","34.32","5.72","0.00"
"5060018881478","MURINE eye drops dry & tired eye drops 0.15% 15ml","4","16.28","2.72","0.00"
"5018632009563","MURRAYS files & buffers stainless steel foot file","4","15.96","2.68","0.00"
"705928003101","Neilmed Sinus Rinse Starter ki","4","43.96","0.00","0.00"
"5018632302923","NEUTRAL CLAW CLIPS ASSORT 3","4","13.96","1.88","2.80"
"7046260606319","NICORETTE chewing gum icy white 2mg  210","4","121.24","5.76","0.00"
"5000347062193","Night Nurse 160ml","12","107.88","18.00","0.00"
"5000158100572","Nurofen For Children Orange 100ml","4","17.00","2.84","0.00"
"5000158105591","NUROFEN PLUS TABLETS 32","4","45.16","7.52","0.00"
"5011309010213","Olive Oil","4","15.96","2.68","0.00"
"5060076470645","OLIVE OIL","8","21.52","3.60","0.00"
"5011309115710","OPTICROM HAYFEVER 2%","8","47.92","7.20","4.80"
"5052197053616","Optrex Allergy Eye Drps 10ml Eye Drops  2%w/v","8","47.92","8.00","0.00"
"5011417591260","OPTREX eye drops dazzling for dull eyes 10ml","4","21.56","3.60","0.00"
"8001841041360","PAMPERS baby wipes fresh clean  52","4","4.80","0.80","0.00"
"8001841041391","Pampers Sensitive Baby Wipes 52s","4","4.80","0.80","0.00"
"5060215551686","PEPPA PIG PLASTERS","4","6.36","1.08","0.00"
"5054563009814","Pirinase Hayfever Nasal Spray 60dse","4","38.00","6.32","0.00"
"5000347007309","Piriteze Allergy Syrup 70ml","8","48.72","8.12","0.00"
"5054563076281","Piriton Allergy Tabs 30 Tabs","4","19.96","3.32","0.00"
"5054563076137","Piriton Allergy Tabs 4mg 60 Allergy Tablets  4mg","4","33.96","5.68","0.00"
"5000198522501","Piriton Syrup 2mg/5ml 150ml","4","23.96","4.00","0.00"
"999","Prescriptions Nhs","172","1702.80","0.00","0.00"
"998","Prescriptions Private","8","137.32","0.00","0.00"
