"SKUID","Description","QTY Sold","Total","Vat","Discount"
"5060057401910","ALMUS erectile dysfunction relief tablets f/c 50mg  8","4","107.96","18.00","0.00"
"5060057403501","ALMUS senna tablets 7.5mg  60","4","17.96","3.00","0.00"
"5060057402153","ALMUS sleep aid tablets 50mg  20","4","21.96","3.68","0.00"
"5000309007675","Anadin Extra 32","4","18.00","3.00","0.00"
"5011417569627","Bonjela Soothng Gel 15ml","4","15.96","2.68","0.00"
"5060057402931","CO CODAMOL","12","47.88","8.04","0.00"
"5708932006910","Compeed Medium Blister Plasters","4","23.92","4.00","0.00"
"5031413953145","COTTON WOOL BALLS","4","4.00","0.68","0.00"
"5010441021354","Cotton Wool Roll","20","23.00","3.84","0.00"
"5012251009973","CUCUMBER & AVOCADO","4","4.00","0.68","0.00"
"42405962","DEXTRO BLUEBERRY","4","3.16","0.52","0.00"
"50184262","Dextro Energy B/currant 47g","4","3.16","0.00","0.00"
"87111842","Dextro Energy Org & Vitc 47g","4","3.00","0.00","0.00"
"5060209732435","EPIMAX isomol gel 500g","4","22.60","3.76","0.00"
"5012251009423","FACIAL WIPES SOFT APRICOT","8","8.00","1.36","0.00"
"5000167014174","Femfresh Powder 200g","4","16.36","2.72","0.00"
"5017007052302","Fluconazole 150mg Capsule","4","15.96","2.68","0.00"
"5017353505255","GALPHARM ibuprofen rapid tablets 342mg  16","4","11.96","2.00","0.00"
"5017353506474","GALPHARM treathay tablets f/c 120mg  10","4","15.96","2.68","0.00"
"5017371157870","GRADUAL TANNING LOTION","4","13.96","2.32","0.00"
"5055382308256","IBUPROFEN 400MG","4","19.96","3.32","0.00"
"5060464500213","IBUPROFEN 400MG TABLETS","4","23.96","4.00","0.00"
"5060057403136","IBUPROFEN AMD CODEINE","4","33.96","5.68","0.00"
"5060057402887","Lactulose 3.3g/5ml Oral Solusion","4","25.16","4.20","0.00"
"8906088661473","Levonorgestrel tablet 1.5mg  1","4","80.00","13.32","0.00"
"991","MISC","24","383.28","63.88","0.00"
"21022401","NHS Pre-Payment Certificate","4","128.20","21.36","0.00"
"5000347062193","Night Nurse 160ml","4","35.96","6.00","0.00"
"5000158105591","NUROFEN PLUS TABLETS 32","16","180.64","30.08","0.00"
"5011417583210","NUROMOL dual action pain relief tablets 200mg/500mg  12","8","31.92","5.36","0.00"
"5011417566411","Optrex Chloramphenicol Oint","4","27.96","4.68","0.00"
"5060025370033","Orajel Ex Dental Gel 5.3g","8","51.92","8.64","0.00"
"3574661316123","OVEX SUSPENSION FAMILY PK 30ml","4","63.96","10.68","0.00"
"010181044397","PALMERS HAND CREAM","4","10.00","1.68","0.00"
"5054563197276","PANADOL ADVANCE caplets 500mg  32","4","13.96","2.32","0.00"
"5060013941511","Paracetamol Caps 500mg 32","8","16.00","2.64","0.00"
"5055144201658","PARACETAMOL CAPSULES 32S","4","8.00","1.32","0.00"
"5038483000076","Paramol Ets 24 Tabs","4","33.96","5.68","0.00"
"5017353506375","PERRIGO heartburn & acid reflux control capsules 20mg  7","8","31.92","5.36","0.00"
"5021265250615","PREGNACARE CONCEPTION him & her tablets  60","4","83.00","13.84","0.00"
"999","Prescriptions Nhs","136","1346.40","0.00","0.00"
"998","Prescriptions Private","8","448.40","0.00","0.00"
"3435172101175","Quies Wax Earplugs 8 Pairs","4","23.60","3.92","0.00"
"5010605296055","Rennie Deflatine","4","31.16","5.20","0.00"
"5018632001628","SAFE & SOUND medicine organisers 7 day pill box reminder","8","11.12","1.84","0.00"
"5054563097743","SENSODYNE toothpaste repair & protect whitening 75ml","4","23.00","3.84","0.00"
"5012616267659","SOLPADEINE MAX 24","8","72.56","12.08","0.00"
"5012616268007","SOLPADINE PLUS 24","4","29.08","4.84","0.00"
"7322541067933","TENA lady extra plus instadry absorbent pads duo  16","4","19.00","0.00","0.00"
"5010934002471","Vagisil Med Crm 30g","4","22.24","3.72","0.00"
"5024874015422","Valupak Effervescent Vit C","4","9.60","1.60","0.00"
"5012617001986","ZIPAMOL PLUS effervescent tablets 8/500mg  32","4","23.96","4.00","0.00"
