"SKUID","Description","QTY Sold","Total","Vat","Discount"
"610370640746","ARTIFICIAL NAIL & TIP REMOVER","4","7.00","1.16","0.00"
"5011309048315","CETRABEN cream 475ml","4","67.96","11.32","0.00"
"5054563062574","Night Nurse Capsules 10","4","28.64","4.76","0.00"
"5010605055560","Canestest Scrn Test","4","41.96","7.00","0.00"
"5018632285776","DENTAL FLOSS PICKS","4","13.96","2.32","0.00"
"3574661783345","NEUTROGENA T/Gel shampoo scalp relief 250ml","4","39.96","6.68","0.00"
"5052197053616","Optrex Allergy Eye Drps 10ml Eye Drops  2%w/v","4","23.96","4.00","0.00"
"5000283662211","Allevia Fexofenadine","12","125.88","21.00","0.00"
"5060057401989","ALMUS ibuprofen tablets 200mg  24","4","4.00","0.68","0.00"
"5065007265666","FERROUS SULFATE 200MG","4","8.76","1.48","0.00"
"5060375230179","FLARIN soft capsules 200mg  30","4","51.96","8.68","0.00"
"5060057402856","ALMUS hayfever & allergy relief tablets 10mg  30","8","19.92","3.36","0.00"
"5012251012447","BF HAND CREAM","4","4.00","0.68","0.00"
"5060057402931","CO CODAMOL","4","15.96","2.68","0.00"
"7622210412539","Halls Soothers Honey&lemon 10 Honey And Lemon","4","3.40","0.56","0.00"
"5018632302923","NEUTRAL CLAW CLIPS ASSORT 3","4","13.96","2.32","0.00"
"42182627","VASELINE PETRO JELLY 50ML","4","5.56","0.92","0.00"
"5060209732978","Amorolfine medicated nail lacquer (GSL) 5% 3ml","4","74.08","12.36","0.00"
"5011309030815","Citric Acid","8","18.32","3.04","0.00"
"309974755641","MITCHUM TRIPLE ODOR POWDER FRESH","4","14.68","2.44","0.00"
"5011309018011","Savlon Antisept Crm 30g","12","29.88","5.04","0.00"
"5017007600855","Infacol 85ml","4","31.96","5.32","0.00"
"5012616291654","NYTOL ONE A NGT 20 TABLETS","8","65.52","10.96","0.00"
"010181032356","PALMERS C/OIL H/CREAM","4","15.96","2.68","0.00"
"998","Prescriptions Private","4","32.00","0.00","0.00"
"5012616268007","SOLPADINE PLUS 24","8","58.16","9.68","0.00"
"5016379114007","Bazuka Extra Gel 6g","4","32.00","5.32","0.00"
"5017353506474","GALPHARM treathay tablets f/c 120mg  10","4","15.96","2.68","0.00"
"50620814","Magnesium Paste","4","21.96","2.92","4.40"
"5055144201658","PARACETAMOL CAPSULES 32S","4","8.00","1.32","0.00"
"5038483000090","Paramol Tabs Ets 32","4","39.96","6.68","0.00"
"3574660534887","Sudafed Block Nose Spray 15ml","4","23.16","3.88","0.00"
"5033847000389","ASPIRIN 75MG GR","4","6.76","1.12","0.00"
"5012654110023","Carnation Corn Cap Plasters","4","17.00","2.84","0.00"
"5012674021217","Daktarin Cream","4","19.96","3.32","0.00"
"4005800030611","Eplast Tough 12","4","13.56","2.28","0.00"
"5029053578323","KLEENEX original tissues  64","4","5.00","0.84","0.00"
"5010605300936","Rennie Heartburn Rel Mint 150ml","4","17.56","2.92","0.00"
"5000158100510","Strepsils Hny&lmn 16S","4","13.96","2.32","0.00"
"5060100930237","SURESIGN 2 PREGNANCY TEST","4","14.00","2.32","0.00"
"01050605378103311728","CANESTEN CREAM 2%","4","42.36","7.08","0.00"
"5060209732435","EPIMAX isomol gel 500g","4","22.60","3.76","0.00"
"10001585","Gaviscon 150ml Anis","4","15.96","2.68","0.00"
"5054563009814","Pirinase Hayfever Nasal Spray 60dse","4","38.00","6.32","0.00"
"5000198522501","Piriton Syrup 2mg/5ml 150ml","4","23.96","4.00","0.00"
"1210001146457","VIAGRA 4","4","76.92","12.84","0.00"
"5060057402153","ALMUS sleep aid tablets 50mg  20","4","21.96","3.68","0.00"
"5000158064584","GAVISCON LIQ ORG ANISEED 150ml","4","17.96","3.00","0.00"
"5060010283980","PHORPAIN GEL 10% 50G","4","25.96","4.32","0.00"
"5012616267659","SOLPADEINE MAX 24","12","108.84","18.12","0.00"
"42182634","Vaseline Petro Jelly 100ml","4","7.96","1.32","0.00"
"5028763007598","WISDOM TRIPLE PACK ","4","5.96","1.00","0.00"
"5018632286469","ADJUSTABLE FINGER SPLINT","8","39.92","6.64","0.00"
"8718951684119","COLGATE toothpaste total original care 75ml","4","10.00","1.68","0.00"
"50158225","Dettol Antiseptic Lqd 750ml","4","23.04","3.84","0.00"
"5030104005163","JAKEMANS menthol lozenges blackcurrant 73g","4","3.96","0.68","0.00"
"5011417590935","OPTREX eye wash multi action 300ml","4","31.96","5.32","0.00"
"5031413953114","PRETTY COTTON WOOL BALLS","4","4.00","0.68","0.00"
"7332551449049","Tubigrip 1m Size C","4","19.96","3.32","0.00"
"610370640739","FINGERS & TOES AIL POLISH WITH ACETONE","4","5.96","1.00","0.00"
"991","MISC","44","56.76","9.48","0.00"
"5000158105591","NUROFEN PLUS TABLETS 32","4","45.16","7.52","0.00"
"999","Prescriptions Nhs","152","1504.80","0.00","0.00"
"5018632254154","TROPICAL SHOWER CAP","4","15.96","2.68","0.00"
