"SKUID","Description","QTY Sold","Total","Vat","Discount"
"5060057403389","ALMUS CALAMINE LOTION ","2","6.58","1.10","0.00"
"5011309400410","Cystitis Sachets X 6 Sachets","2","7.98","1.34","0.00"
"87108132","MENTOS","4","2.60","0.44","0.00"
"8718053572727","Nailner Fungal Nail 2in One","2","45.98","7.66","0.00"
"5010441007235","Night Time Sleep Aid 25mg 20 Tabs","2","7.78","1.30","0.00"
"5012616170201","T.c.p. Lqd 100ml","2","11.98","2.00","0.00"
"8699568527474","CLAIROL nice n easy care colour baby blonde 10a","2","15.98","2.66","0.00"
"5012617002136","CO-CODAMOL 8/500MG","4","15.96","2.68","0.00"
"4031626710789","Hyloforte Drops 10ml","2","17.98","3.00","0.00"
"5038483000076","Paramol Ets 24 Tabs","4","33.96","5.68","0.00"
"7610700021729","RICOLA lozenges sugar free eucalyptus cherry 70g","4","5.96","1.00","0.00"
"5012617001986","ZIPAMOL PLUS effervescent tablets 8/500mg  32","2","11.98","2.00","0.00"
"3662042002953","BLEPHACLEAN EYELID WIPES 20","2","19.58","0.00","0.00"
"5054563211767","DAY NURSE tablets f/c 500mg/30mg  18","2","17.00","2.84","0.00"
"50184262","Dextro Energy B/currant 47g","2","1.58","0.00","0.00"
"5010724525937","Femfresh Ult Care Wash 250ml","2","5.98","1.00","0.00"
"5011417568729","GAVISCON ADVANCE liquid aniseed 200mg/1000mg 150ml ","2","12.98","2.16","0.00"
"96043509","Halls Citrus sf","4","3.40","0.56","0.00"
"5033847002192","KWELLS 12 TABLETS","2","7.98","1.34","0.00"
"5000223414658","MELOLIN 5CMX5CM","2","4.20","0.70","0.00"
"4719003342821","MICROLIFE blood pressure monitor BPB2 basic","2","37.48","6.24","0.00"
"5054563062574","Night Nurse Capsules 10","2","14.32","2.38","0.00"
"5054563947239","OTRIVINE nasal spray with khone spray congestion relief 0.1% 10ml","2","12.00","2.00","0.00"
"5024874015422","Valupak Effervescent Vit C","2","4.80","0.80","0.00"
"5060133373841","Vizulize Dry Eyes Intensive Drops 10ml","2","9.18","1.54","0.00"
"5010724531020","Anusol Soothing Relief Oint","2","11.78","1.96","0.00"
"50184491","Dextro Energy Tropical","6","4.74","0.00","0.00"
"5060464500015","Ibuprofen Tablets 200mg 24","2","4.10","0.68","0.00"
"5030104005125","JAKEMANS menthol lozenges menthol & eucalyptus 73g","2","1.98","0.34","0.00"
"5060057403518","LORATADINE 10MG","4","14.92","2.48","0.00"
"5012616265983","LYCLEAR extra strong shampoo 200ml ","2","31.98","5.34","0.00"
"5012616262937","Lyclear Ltn + Cmb 100ml","2","13.98","2.34","0.00"
"5010123711139","Migraleve Complete 24 Tabs","2","26.98","4.50","0.00"
"5017123055225","PARACETAMOL CAPS 500mg 16","2","1.10","0.18","0.00"
"5012616268182","SOLPADINE PLUSE 24CAP","4","27.56","4.60","0.00"
"5028763007611","WISDOM toothbrushes regular medium  3","2","2.98","0.50","0.00"
"9341394002579","AEROFILMPLUS waterproof island dressing 4cm x 5cm 3","2","7.98","1.34","0.00"
"96186893","CHAP STICK STRAWBERRY","2","2.98","0.50","0.00"
"8908016224019","CURALENE JELLY","2","2.98","0.50","0.00"
"5060102170006","EAROL OLIVE OIL SPRAY 10ml","2","12.70","2.12","0.00"
"4005800230110","Aqua Protect 100% Waterproof 20s","2","9.98","1.66","0.00"
"5010605402128","CANESTEN oral & cream duo 150mg/2% 1/10g","2","36.38","6.06","0.00"
"5012654201035","Carnation Fng/toe Bnd 4m","2","7.30","1.22","0.00"
"80466437","DOVE ROLL ON ORIGINAL","2","7.10","1.18","0.00"
"50696925","Halls Original","2","1.70","0.28","0.00"
"5000223414740","MELOLIN ADHESIVE low-adhesive absorbent dressing pads consumer/OTC pack  8.3cm x 6cm 5","4","14.16","2.36","0.00"
"3574660569483","Ovex Tablet Single Tablet","2","10.58","1.76","0.00"
"5010605296024","Rennie Deflatine 18 Tablets","2","9.58","1.60","0.00"
"5010724530955","ANUSOL 23G CREAM","2","8.58","1.44","0.00"
"5017848254927","BELLS OTC medicines analgesics paracetamol caplets 500mg  32","8","12.00","2.00","0.00"
"50309443","Chapstick Original","2","2.78","0.46","0.00"
