"SKUID","Description","QTY Sold","Total","Vat","Discount"
"5055382307471","ALMUS hayfever eye drops 2% 10ml","4","17.96","3.00","0.00"
"5410765003058","WARTNER cryo freeze 14ml","4","79.96","13.32","0.00"
"5060057401989","ALMUS ibuprofen tablets 200mg  24","8","8.00","1.36","0.00"
"6003058068194","KEDLEY KNEE SUPPORT ","4","35.96","6.00","0.00"
"5018632083105","SAFE & SOUND first aid bandages & dressings finger cots latex","4","11.16","1.88","0.00"
"5012617001986","ZIPAMOL PLUS effervescent tablets 8/500mg  32","4","23.96","4.00","0.00"
"4005800230110","Aqua Protect 100% Waterproof 20s","4","19.96","3.32","0.00"
"5010605054075","CANESTEN 2% CREAM 20g","4","42.36","7.08","0.00"
"4005800036101","EUCERIN urea repair plus dry skin foot cream 100ml","4","44.00","7.32","0.00"
"5060660872282","ISPAGHULA HUSK","4","16.60","2.20","3.32"
"5018632022166","MURRAYS files & buffers nail styler 15cm","4","7.56","1.28","0.00"
"5018632009563","MURRAYS files & buffers stainless steel foot file","4","15.96","2.68","0.00"
"5010123708528","Actifed MultI-Action Tabs 12s","4","23.16","3.88","0.00"
"5060057401927","ALMUS erectile dysfunction relief tablets f/c 50mg  4","4","59.96","10.00","0.00"
"5011309054811","Cetraben Emoll Crm 50g","4","23.96","4.00","0.00"
"5060057403136","IBUPROFEN AMD CODEINE","4","33.96","5.68","0.00"
"5060126090366","MELBOURNE SPRING WATER","4","4.00","0.68","0.00"
"5060025370019","Orajel Dental Gel10% 5.3g","4","19.16","3.20","0.00"
"998","Prescriptions Private","8","128.00","0.00","0.00"
"5000309007323","Robitussin Dry Cough","4","29.96","5.00","0.00"
"5054563097743","SENSODYNE toothpaste repair & protect whitening 75ml","4","23.00","3.84","0.00"
"5012616268007","SOLPADINE PLUS 24","4","29.08","4.84","0.00"
"5000347039393","Biotene Moutwash Dry Mouth 500ml","4","35.16","5.88","0.00"
"5060035249053","CB 12 spray 15ml ","4","10.36","1.72","0.00"
"5425010092251","COOL CAPS","4","5.16","0.88","0.00"
"5017007052302","Fluconazole 150mg Capsule","8","31.92","5.36","0.00"
"5000158066366","Gaviscon Adv Tabs 60 Mint","4","25.28","4.20","0.00"
"5016379291883","IBULEVE max strength pain relief gel 10% 50g","4","32.00","5.32","0.00"
"5010441007235","Night Time Sleep Aid 25mg 20 Tabs","8","31.12","5.20","0.00"
