"SKUID","Description","QTY Sold","Total","Vat","Discount"
"5017289001722","4 IN 1 FACIAL CLEANSING WIPES","8","8.00","1.36","0.00"
"5010123708528","Actifed MultI-Action Tabs 12s","4","23.16","3.88","0.00"
"5000283663607","ALLEVIA HIVES tablets 180mg  15","8","71.92","12.00","0.00"
"5055382307471","ALMUS hayfever eye drops 2% 10ml","4","17.96","3.00","0.00"
"5000309007675","Anadin Extra 32","8","36.00","6.00","0.00"
"5391513951718","ANTHISAN BITE & STING cream 2% 20g","4","21.96","3.68","0.00"
"5016379110009","Bazuka Treatment Gel 6g","4","25.60","4.28","0.00"
"5012616291715","Beconase H/fever Ad100 Spray","8","63.92","10.64","0.00"
"5012616291708","Beconase Hayfever Nasal Spray 0.05% 180 Doses","4","43.96","7.32","0.00"
"5060064792377","Benzydamine Mouthwasw","4","35.96","6.00","0.00"
"4022167230300","BRAUN ear thermometers thermoscan 3","4","147.96","24.68","0.00"
"5010123667320","Calpol Six Plus Sf 100ml","4","21.96","3.68","0.00"
"5010605055287","Canesten Oasis For Cystitis Relief Cystitis Relief","4","27.56","4.60","0.00"
"5057881655558","CAST & BANDAGE PROTECTOR FULL LEG","4","35.20","5.88","0.00"
"4024787430535","Celluvisc Dry Eye .5% 30x0.4ml Dry Eye Preparation  0.5%","4","34.56","5.76","0.00"
"5011309061017","CETRABEN ointment  125g","4","14.72","2.44","0.00"
"5060637649909","CHLORPHENAMINE","4","11.96","2.00","0.00"
"5010605400773","CLARITYN allergy tablets 10mg  30","4","43.96","7.32","0.00"
"5010605401787","CLARITYN kids allergy syrup berry 5mg/5ml 60ml","4","23.16","3.88","0.00"
"01050361000052201729","CLINIGRIP ELASTICATED TUBULAR BANDAGE B 1M","4","11.20","1.88","0.00"
"01050361000030281729","CLINIPORE TAPE 5X5","8","15.12","2.56","0.00"
"5060057402931","CO CODAMOL","8","31.92","5.36","0.00"
"5011309450415","Covonia Chesty Cgh Sf 150ml","4","27.96","4.68","0.00"
"5011309013719","Covonia Dry&tckly Linctus 150ml","4","27.96","4.68","0.00"
"5012251009973","CUCUMBER & AVOCADO","4","4.00","0.68","0.00"
"5000158105294","Cuprofen 24s","4","15.96","2.68","0.00"
"5027097795331","Daktacort Hc Cream 15g","4","30.76","5.12","0.00"
"5011501000579","Deep Relief Gel 5% 30g","4","19.96","3.32","0.00"
