"SKUID","Description","QTY Sold","Total","Vat","Discount"
"5060110220281","3 IN 1 MAKE UP REMOVAL WIPES","4","4.00","0.68","0.00"
"5055382305873","ALVITA incontinence range pads waterproof bed 60cm x 90cm 30","4","67.96","0.00","0.00"
"5016973000263","BALANCE ACTIV thrush cream 30ml","4","39.96","6.68","0.00"
"5018632286865","BAMBOO FACECLOTHS","16","63.84","10.72","0.00"
"5012616291715","Beconase H/fever Ad100 Spray","4","31.96","5.32","0.00"
"5012616291708","Beconase Hayfever Nasal Spray 0.05% 180 Doses","4","43.96","7.32","0.00"
"5017848254927","BELLS OTC medicines analgesics paracetamol caplets 500mg  32","8","12.00","2.00","0.00"
"5010605142741","BEPANTHEN NAPPY OINT 100g","4","36.76","6.12","0.00"
"5017371134826","CALYPSO sun protection continuous spray spf30 175ml","4","29.96","5.00","0.00"
"8470007006916","CANESTEN 2% CREAM","8","84.72","14.16","0.00"
"5010605054099","Canesten Internal Cream","4","51.96","8.68","0.00"
"5060013941610","CO CODAMOL 8MG/500MG","8","31.92","5.36","0.00"
"4008976682080","Complan S/berry 57g","40","168.00","0.00","0.00"
"4008976682189","Complan Shake Banana 4x57g","8","29.12","0.00","0.00"
"5012674021217","Daktarin Cream","4","19.96","3.32","0.00"
"5027097372426","Daktarin Crm 2% 15g","4","22.76","3.80","0.00"
"5391513951756","DIORALYTE oral powder sachets blackcurrant 0.53g/3.56g/0.30g/0.47g  6","4","19.96","3.32","0.00"
"27122301","DISPENSARY SALE","8","16.00","2.64","0.00"
"4005800237522","Eplast Fabric Plasters 10","4","11.56","1.92","0.00"
"96190968","EURAX HC CREAM","4","19.96","3.32","0.00"
"6921756492434","FLOWFLEX lateral flow test kits  5","8","72.00","12.00","0.00"
"5017007052302","Fluconazole 150mg Capsule","8","31.92","5.36","0.00"
"5017353506481","GALPHARM treathay tablets f/c 120mg  30","4","27.96","4.68","0.00"
"7622210412539","Halls Soothers Honey&lemon 10 Honey And Lemon","4","3.40","0.56","0.00"
"7350087736747","HC45 HYDROCORTISONE CREAM","4","23.96","4.00","0.00"
"5055382308263","IBUPROFEN 400MG","4","11.16","1.88","0.00"
"5027097901176","Imodium Caps 2mg 6 Tabs","4","16.72","2.80","0.00"
"5012616265464","Jungle Formula Dry Protect Spray 125ml","8","79.92","13.36","0.00"
"5029053578323","KLEENEX original tissues  64","4","5.00","0.84","0.00"
"5033847002192","KWELLS 12 TABLETS","4","15.96","2.68","0.00"
"5060858200095","LEVONORGESTREL 1.5MG TAB","4","80.00","13.32","0.00"
"5060637641224","LOPERAMIDE ORAL LYOPHILISATE 2X6 TABLETS","4","28.72","4.80","0.00"
"5011842108125","MAC sore throat lozenges dual action blackcurrant flavour  12","4","9.56","1.60","0.00"
"809958002018","MEDIHONEY","4","35.40","5.92","0.00"
"5000347062193","Night Nurse 160ml","4","35.96","6.00","0.00"
"5010441013007","NUMARK co-codamol caplets 8/500mg 32","4","15.96","2.68","0.00"
"5011417589229","NUROFEN PLUS IBUPROFEN.CODEINE 24TAB","4","39.20","6.52","0.00"
"5000167056549","Nurofen Tabs 200mg 24 Tabs","4","15.96","2.68","0.00"
"5012616291654","NYTOL ONE A NGT 20 TABLETS","8","65.52","10.96","0.00"
"5011309115710","OPTICROM HAYFEVER 2%","4","23.96","4.00","0.00"
"5052197053623","OPTREX eye drops hayfever relief 2% 10ml","4","25.96","4.32","0.00"
"3574661316123","OVEX SUSPENSION FAMILY PK 30ml","4","63.96","10.68","0.00"
"3574660569483","Ovex Tablet Single Tablet","-8","-42.32","-7.04","0.00"
"5000347063282","Panadol Extra Sol Tabs 24","4","21.96","3.68","0.00"
"5060777420352","PARACETAMOL TABLETS 500MG","4","6.00","1.00","0.00"
"5000198522501","Piriton Syrup 2mg/5ml 150ml","8","47.92","8.00","0.00"
"999","Prescriptions Nhs","104","1029.60","0.00","0.00"
"998","Prescriptions Private","12","177.56","0.00","0.00"
"7610700612507","Ricola Drops 45g S/f Lemon Mint Box","8","11.60","1.92","0.00"
"5018632208973","Safe & Sound Safety Pins","4","5.80","0.96","0.00"
"5011309018110","SAVLON 15G","4","7.16","1.20","0.00"
"5061017271444","SILEX covid self test  1","4","9.96","1.68","0.00"
"5012616267659","SOLPADEINE MAX 24","4","36.28","6.04","0.00"
"5012616267994","SOLPADEINE MAX SOL 24","12","102.00","17.04","0.00"
"7322541679693","TENA men pants active fit grey small/medium 9","4","34.00","0.00","0.00"
"5024874015071","Valupak Vit E 100iu 30 Caps","8","11.84","2.00","0.00"
"42182627","VASELINE PETRO JELLY 50ML","4","5.56","0.92","0.00"
"5051562030603","Voltarol 12hr EmugeL-P 50g","4","47.96","8.00","0.00"
"5028763007611","WISDOM toothbrushes regular medium  3","4","5.96","1.00","0.00"
"42070719","WRIGLEYS EXTRA COOL BREEZE","4","3.16","0.52","0.00"
"5054563059918","ZOVIRAX COLD SORE CREAM","8","67.92","11.36","0.00"
