"SKUID","Description","QTY Sold","Total","Vat","Discount"
"8431306084029","ALVITA eye care contact lens solution 120ml","1","3.99","0.67","0.00"
"5060057400197","Antihistamine Tablets 4mg 28s","2","5.98","1.00","0.00"
"3574661285894","Aveeno Daily Org Moist Ltn 300ml","1","8.91","1.49","0.00"
"5012251012447","BF HAND CREAM","1","1.00","0.17","0.00"
"5038483587256","CALLUS REMOVAL PADS","1","3.99","0.67","0.00"
"5012654110023","Carnation Corn Cap Plasters","1","4.25","0.71","0.00"
"5000347070761","CORSODYL DENTAL GEL 50g","1","7.25","1.21","0.00"
"96199480","COTTON BUDS","1","1.00","0.17","0.00"
"8435373700424","CRYSTACIDE CREAM","1","14.52","2.42","0.00"
"5060035247127","Difflam Spray 30ml","1","8.49","1.42","0.00"
"5016379170010","DIOMED doublebase dry skin emollient 100g ","1","6.99","1.17","0.00"
"5391513951756","DIORALYTE oral powder sachets blackcurrant 0.53g/3.56g/0.30g/0.47g  6","1","4.99","0.83","0.00"
"4005800237508","Eplast Fabric Assort Strips 40","2","9.98","1.66","0.00"
"5060209110172","Epsom Salt Bath","1","5.99","1.00","0.00"
"5011309020915","Eurax Crm 100g Tube Cream  10%","1","8.99","1.50","0.00"
"96091722","Fishermans Friend","1","0.79","0.13","0.00"
"5060375230124","FLARIN JOINT & MUSCULAR PAIN RELIEF soft capsules 200mg  12","1","5.71","0.95","0.00"
"5000158071353","Gaviscon Double Action Tablets","1","11.99","2.00","0.00"
"5010605830525","Germoloids O/mint 25ml","1","5.29","0.88","0.00"
"7702018464692","GILLETTE pre-shave fusion 5 hydragel sensitive skin shave gel 200ml","1","3.30","0.55","0.00"
"5030451003348","Hirudoid Cream 50g","1","7.18","1.20","0.00"
"5016379000058","IBULEVE 5% 50G","2","13.00","2.16","0.00"
"5029053578323","KLEENEX original tissues  64","1","1.25","0.21","0.00"
"615018255061","Lotil Org Cream 114ml","1","4.96","0.83","0.00"
"5000223437299","MELOLIN ADHESIVE dressing consumer/OTC pack  10cm x 8cm 5","2","10.18","1.70","0.00"
"5000223414740","MELOLIN ADHESIVE low-adhesive absorbent dressing pads consumer/OTC pack  8.3cm x 6cm 5","2","7.08","1.18","0.00"
"5055382307464","MIGRAINE RELIEF BUCCAL","2","13.98","2.34","0.00"
"991","MISC","3","28.65","4.78","0.00"
"5023652180307","Na CO-Enz Q10 30mg 30s","1","9.95","1.66","0.00"
"5021265251117","NEUROMIND plus tablets & capsules  28+28","1","18.95","3.16","0.00"
"4062981021913","NUMARK IBUPROFEN 400MG 48S","1","7.69","1.28","0.00"
"5011417589229","NUROFEN PLUS IBUPROFEN.CODEINE 24TAB","3","29.40","4.89","0.00"
"5060025370033","Orajel Ex Dental Gel 5.3g","1","6.49","1.08","0.00"
"5010441013946","Paracetamol Plus 500mg/65mg Tablets","2","4.40","0.74","0.00"
"5054563076281","Piriton Allergy Tabs 30 Tabs","1","4.99","0.83","0.00"
"999","Prescriptions Nhs","26","257.40","0.00","0.00"
"998","Prescriptions Private","4","61.78","0.00","0.00"
"5033847001959","PYROCALM CONTROL 20MG 7TAB","1","6.42","1.07","0.00"
"5010605300479","Rennie Orange Chewable 24","1","3.09","0.52","0.00"
"7610700612507","Ricola Drops 45g S/f Lemon Mint Box","1","1.45","0.24","0.00"
"5018632241116","ROSE GOLD TWEEZERS","2","5.98","1.00","0.00"
"5017289001890","SKIN DEEP SELF TANNING WIPES 20 PACK","1","1.00","0.17","0.00"
"5012616267659","SOLPADEINE MAX 24","1","9.07","1.51","0.00"
"5012616267994","SOLPADEINE MAX SOL 24","1","8.50","1.42","0.00"
"5012616268182","SOLPADINE PLUSE 24CAP","2","13.78","2.30","0.00"
"5018632002618","Tweezers With Assorted Ends","2","3.78","0.64","0.00"
"8445290964960","UNNU SPORT ELECTROLYTES 50G","4","4.00","0.68","0.00"
"1210001146440","VIAGRA 2 TABLETS ","1","14.99","2.50","0.00"
"8445291269552","VITAL PROTEINS COLLAGEN PEPTIDES 284G","1","15.00","2.50","0.00"
"5028763006508","WISDOM toothbrushes clean between sensitive","1","1.00","0.17","0.00"
"5028763013766","WISDOM toothbrushes re:new bamboo medium","2","4.98","0.84","0.00"
